FY,Area,Legend,Rate
2019/2020,01299,SPECIAL WATER,0.0706
2019/2020,12990,COMMNTY COLLEGE,0.0478
2019/2020,12990,COUNTY,0.0000
2019/2020,12990,GENERAL,1.0000
2019/2020,12990,METRO WATER DIST,0.0035
2019/2020,12990,UNIFIED SCHOOLS,0.1352
2019/2020,12993,COMMNTY COLLEGE,0.0478
2019/2020,12993,COUNTY,0.0000
2019/2020,12993,GENERAL,1.0000
2019/2020,12993,METRO WATER DIST,0.0035
2019/2020,12993,UNIFIED SCHOOLS,0.0825
2019/2020,12994,CITY-COMPTON,0.4516
2019/2020,12994,COMMNTY COLLEGE,0.0469
2019/2020,12994,COUNTY,0.0000
2019/2020,12994,GENERAL,1.0000
2019/2020,12994,METRO WATER DIST,0.0035
2019/2020,12994,UNIFIED SCHOOLS,0.1433
2019/2020,12996,COMMNTY COLLEGE,0.0072
2019/2020,12996,COUNTY,0.0000
2019/2020,12996,GENERAL,1.0000
2019/2020,12996,METRO WATER DIST,0.0035
2019/2020,12996,UNIFIED SCHOOLS,0.0669
2019/2020,12999,COMMNTY COLLEGE,0.0295
2019/2020,12999,COUNTY,0.0000
2019/2020,12999,ELEM SCHOOLS,0.0388
2019/2020,12999,GENERAL,1.0000
2019/2020,12999,HIGH SCHOOLS,0.0549
2019/2020,00013,CITY-LOS ANGELES,0.0181
2019/2020,00013,COMMNTY COLLEGE,0.0272
2019/2020,00013,COUNTY,0.0000
2019/2020,00013,GENERAL,1.0000
2019/2020,00013,METRO WATER DIST,0.0035
2019/2020,00013,UNIFIED SCHOOLS,0.1255
2019/2020,00130,COMMNTY COLLEGE,0.0469
2019/2020,00130,COUNTY,0.0000
2019/2020,00130,GENERAL,1.0000
2019/2020,00130,METRO WATER DIST,0.0035
2019/2020,00130,UNIFIED SCHOOLS,0.1113
2019/2020,13000,COMMNTY COLLEGE,0.0295
2019/2020,13000,COUNTY,0.0000
2019/2020,13000,ELEM SCHOOLS,0.0388
2019/2020,13000,GENERAL,1.0000
2019/2020,13000,HIGH SCHOOLS,0.0549
2019/2020,13000,SPECIAL WATER,0.0706
2019/2020,13001,CITY-PASADENA,0.0000
2019/2020,13001,COMMNTY COLLEGE,0.0072
2019/2020,13001,COUNTY,0.0000
2019/2020,13001,GENERAL,1.0000
2019/2020,13001,METRO WATER DIST,0.0035
2019/2020,13001,UNIFIED SCHOOLS,0.0552
2019/2020,13002,CITY-SAN DIMAS,0.0000
2019/2020,13002,COMMNTY COLLEGE,0.0478
2019/2020,13002,COUNTY,0.0000
2019/2020,13002,GENERAL,1.0000
2019/2020,13002,METRO WATER DIST,0.0035
2019/2020,13002,UNIFIED SCHOOLS,0.0874
2019/2020,13010,COMMNTY COLLEGE,0.0478
2019/2020,13010,COUNTY,0.0000
2019/2020,13010,GENERAL,1.0000
2019/2020,13010,METRO WATER DIST,0.0035
2019/2020,13010,UNIFIED SCHOOLS,0.1420
2019/2020,13013,CITY SAN DIMAS,0.0000
2019/2020,13013,COMMNTY COLLEGE,0.0478
2019/2020,13013,COUNTY,0.0000
2019/2020,13013,GENERAL,1.0000
2019/2020,13013,METRO WATER DIST,0.0035
2019/2020,13013,UNIFIED SCHOOLS,0.0787
2019/2020,13014,COMMNTY COLLEGE,0.0478
2019/2020,13014,COUNTY,0.0000
2019/2020,13014,GENERAL,1.0000
2019/2020,13014,METRO WATER DIST,0.0035
2019/2020,13014,UNIFIED SCHOOLS,0.0787
2019/2020,13016,COMMNTY COLLEGE,0.0478
2019/2020,13016,COUNTY,0.0000
2019/2020,13016,GENERAL,1.0000
2019/2020,13016,METRO WATER DIST,0.0035
2019/2020,13016,UNIFIED SCHOOLS,0.0874
2019/2020,13017,COMMNTY COLLEGE,0.0478
2019/2020,13017,COUNTY,0.0000
2019/2020,13017,GENERAL,1.0000
2019/2020,13017,METRO WATER DIST,0.0035
2019/2020,13017,UNIFIED SCHOOLS,0.1076
2019/2020,13018,COMMNTY COLLEGE,0.0478
2019/2020,13018,COUNTY,0.0000
2019/2020,13018,GENERAL,1.0000
2019/2020,13018,METRO WATER DIST,0.0035
2019/2020,13018,UNIFIED SCHOOLS,0.1076
2019/2020,13019,COMMNTY COLLEGE,0.0478
2019/2020,13019,COUNTY,0.0000
2019/2020,13019,GENERAL,1.0000
2019/2020,13019,METRO WATER DIST,0.0035
2019/2020,13019,UNIFIED SCHOOLS,0.1076
2019/2020,13020,COMMNTY COLLEGE,0.0478
2019/2020,13434,CITY-CARSON,0.0000
2019/2020,13434,COMMNTY COLLEGE,0.0272
2019/2020,13434,COUNTY,0.0000
2019/2020,13434,GENERAL,1.0000
2019/2020,13434,METRO WATER DIST,0.0035
2019/2020,13434,UNIFIED SCHOOLS,0.1255
2019/2020,13435,CITY-CARSON MERG,0.0000
2019/2020,13435,COMMNTY COLLEGE,0.0272
2019/2020,13435,COUNTY,0.0000
2019/2020,13435,GENERAL,1.0000
2019/2020,13435,METRO WATER DIST,0.0035
2019/2020,13435,UNIFIED SCHOOLS,0.1255
2019/2020,13436,CITY-CARSON,0.0000
2019/2020,13436,COMMNTY COLLEGE,0.0272
2019/2020,13436,COUNTY,0.0000
2019/2020,13436,GENERAL,1.0000
2019/2020,13436,METRO WATER DIST,0.0035
2019/2020,13436,UNIFIED SCHOOLS,0.1255
2019/2020,13437,CITY-AGOURA HILL,0.0000
2019/2020,13437,COMMNTY COLLEGE,0.0272
2019/2020,13437,COUNTY,0.0000
2019/2020,13437,GENERAL,1.0000
2019/2020,13437,METRO WATER DIST,0.0035
2019/2020,13437,UNIFIED SCHOOLS,0.0756
2019/2020,13438,CITY-SANTA CLARI,0.0000
2019/2020,13438,COMMNTY COLLEGE,0.0295
2019/2020,13438,COUNTY,0.0000
2019/2020,13438,ELEM SCHOOLS,0.0198
2019/2020,13438,GENERAL,1.0000
2019/2020,13438,HIGH SCHOOLS,0.0549
2019/2020,13438,SPECIAL WATER,0.0706
2019/2020,13439,CITY-SANTA CLARI,0.0000
2019/2020,13439,COMMNTY COLLEGE,0.0295
2019/2020,13439,COUNTY,0.0000
2019/2020,13439,ELEM SCHOOLS,0.0198
2019/2020,13439,GENERAL,1.0000
2019/2020,13439,HIGH SCHOOLS,0.0549
2019/2020,13439,SPECIAL WATER,0.0706
2019/2020,13440,CITY-SANTA CLARI,0.0000
2019/2020,13440,COMMNTY COLLEGE,0.0295
2019/2020,13440,COUNTY,0.0000
2019/2020,13440,ELEM SCHOOLS,0.0198
2019/2020,13440,GENERAL,1.0000
2019/2020,13440,HIGH SCHOOLS,0.0549
2019/2020,13440,SPECIAL WATER,0.0706
2019/2020,13442,COMMNTY COLLEGE,0.0295
2019/2020,13442,COUNTY,0.0000
2019/2020,13442,ELEM SCHOOLS,0.0071
2019/2020,13442,GENERAL,1.0000
2019/2020,13442,HIGH SCHOOLS,0.0549
2019/2020,13442,SPECIAL WATER,0.0706
2019/2020,13443,COMMNTY COLLEGE,0.0295
2019/2020,13443,COUNTY,0.0000
2019/2020,13443,ELEM SCHOOLS,0.0071
2019/2020,13443,GENERAL,1.0000
2019/2020,13443,HIGH SCHOOLS,0.0549
2019/2020,13443,SPECIAL WATER,0.0706
2019/2020,13444,COMMNTY COLLEGE,0.0295
2019/2020,13444,COUNTY,0.0000
2019/2020,13444,ELEM SCHOOLS,0.0544
2019/2020,13444,GENERAL,1.0000
2019/2020,13444,HIGH SCHOOLS,0.0549
2019/2020,13444,SPECIAL WATER,0.0706
2019/2020,13445,CITY-SANTA CLARI,0.0000
2019/2020,13445,COMMNTY COLLEGE,0.0295
2019/2020,13445,COUNTY,0.0000
2019/2020,13445,ELEM SCHOOLS,0.0544
2019/2020,13445,GENERAL,1.0000
2019/2020,13445,HIGH SCHOOLS,0.0549
2019/2020,13445,SPECIAL WATER,0.0706
2019/2020,13446,CITY LANCASTER,0.0000
2019/2020,13446,COMMNTY COLLEGE,0.0472
2019/2020,13446,COUNTY,0.0000
2019/2020,13446,ELEM SCHOOLS,0.0586
2019/2020,13446,GENERAL,1.0000
2019/2020,13446,HIGH SCHOOLS,0.0219
2019/2020,13446,SPECIAL WATER,0.0705
2019/2020,13447,CITY-LANCASTER,0.0000
2019/2020,13447,COMMNTY COLLEGE,0.0472
2019/2020,13447,COUNTY,0.0000
2019/2020,13447,ELEM SCHOOLS,0.0736
2019/2020,13447,GENERAL,1.0000
2019/2020,13447,HIGH SCHOOLS,0.0219
2019/2020,13447,SPECIAL WATER,0.0705
2019/2020,13448,COMMNTY COLLEGE,0.0295
2019/2020,13448,COUNTY,0.0000
2019/2020,13448,ELEM SCHOOLS,0.0388
2019/2020,13448,GENERAL,1.0000
2019/2020,13448,HIGH SCHOOLS,0.0549
2019/2020,13448,SPECIAL WATER,0.0706
2019/2020,13449,COMMNTY COLLEGE,0.0295
2019/2020,13449,COUNTY,0.0000
2019/2020,13449,ELEM SCHOOLS,0.0388
2019/2020,13449,GENERAL,1.0000
2019/2020,13449,HIGH SCHOOLS,0.0549
2019/2020,13449,SPECIAL WATER,0.0706
2019/2020,01345,CITY-CARSON RP A,0.0000
2019/2020,01345,COMMNTY COLLEGE,0.0272
2019/2020,13821,COMMNTY COLLEGE,0.0258
2019/2020,13821,COUNTY,0.0000
2019/2020,13821,GENERAL,1.0000
2019/2020,13821,METRO WATER DIST,0.0035
2019/2020,13821,UNIFIED SCHOOLS,0.0484
2019/2020,13822,COMMNTY COLLEGE,0.0472
2019/2020,13822,COUNTY,0.0000
2019/2020,13822,ELEM SCHOOLS,0.0706
2019/2020,13822,GENERAL,1.0000
2019/2020,13822,HIGH SCHOOLS,0.0219
2019/2020,13822,WATER DISTRICT,0.2182
2019/2020,13823,COMMNTY COLLEGE,0.0472
2019/2020,13823,COUNTY,0.0000
2019/2020,13823,ELEM SCHOOLS,0.0706
2019/2020,13823,GENERAL,1.0000
2019/2020,13823,HIGH SCHOOLS,0.0219
2019/2020,13823,WATER DISTRICT,0.2182
2019/2020,13824,COMMNTY COLLEGE,0.0472
2019/2020,13824,COUNTY,0.0000
2019/2020,13824,ELEM SCHOOLS,0.0706
2019/2020,13824,GENERAL,1.0000
2019/2020,13824,HIGH SCHOOLS,0.0219
2019/2020,13824,WATER DISTRICT,0.2182
2019/2020,13825,COMMNTY COLLEGE,0.0472
2019/2020,13825,COUNTY,0.0000
2019/2020,13825,ELEM SCHOOLS,0.0751
2019/2020,13825,GENERAL,1.0000
2019/2020,13825,HIGH SCHOOLS,0.0219
2019/2020,13825,SPECIAL WATER,0.0705
2019/2020,13826,CITY-AGOURA HILL,0.0000
2019/2020,13826,COMMNTY COLLEGE,0.0272
2019/2020,13826,COUNTY,0.0000
2019/2020,13826,GENERAL,1.0000
2019/2020,13826,METRO WATER DIST,0.0035
2019/2020,13826,UNIFIED SCHOOLS,0.0756
2019/2020,13827,CITY-AGOURA HILL,0.0000
2019/2020,13827,COMMNTY COLLEGE,0.0272
2019/2020,13827,COUNTY,0.0000
2019/2020,13827,GENERAL,1.0000
2019/2020,13827,METRO WATER DIST,0.0035
2019/2020,13827,UNIFIED SCHOOLS,0.0756
2019/2020,13829,COMMNTY COLLEGE,0.0272
2019/2020,13829,COUNTY,0.0000
2019/2020,13829,GENERAL,1.0000
2019/2020,13829,METRO WATER DIST,0.0035
2019/2020,13829,UNIFIED SCHOOLS,0.0756
2019/2020,01383,CITY-LOMITA,0.0000
2019/2020,01383,COMMNTY COLLEGE,0.0272
2019/2020,01383,COUNTY,0.0000
2019/2020,01383,GENERAL,1.0000
2019/2020,01383,METRO WATER DIST,0.0035
2019/2020,01383,UNIFIED SCHOOLS,0.1255
2019/2020,13830,COMMNTY COLLEGE,0.0295
2019/2020,13830,COUNTY,0.0000
2019/2020,13830,ELEM SCHOOLS,0.0071
2019/2020,13830,GENERAL,1.0000
2019/2020,13830,HIGH SCHOOLS,0.0549
2019/2020,13830,SPECIAL WATER,0.0706
2019/2020,13831,CITY-AGOURA HILL,0.0000
2019/2020,13831,COMMNTY COLLEGE,0.0272
2019/2020,13831,COUNTY,0.0000
2019/2020,13831,GENERAL,1.0000
2019/2020,13831,METRO WATER DIST,0.0035
2019/2020,13831,UNIFIED SCHOOLS,0.0756
2019/2020,13832,CITY-AGOURA HILL,0.0000
2019/2020,13832,COMMNTY COLLEGE,0.0272
2019/2020,13832,COUNTY,0.0000
2019/2020,13832,GENERAL,1.0000
2019/2020,13832,METRO WATER DIST,0.0035
2019/2020,13832,UNIFIED SCHOOLS,0.0756
2019/2020,13833,CITY-AGOURA HILL,0.0000
2019/2020,13833,COMMNTY COLLEGE,0.0272
2019/2020,13833,COUNTY,0.0000
2019/2020,13833,GENERAL,1.0000
2019/2020,13833,METRO WATER DIST,0.0035
2019/2020,13833,UNIFIED SCHOOLS,0.0756
2019/2020,13834,CITY-AGOURA HILL,0.0000
2019/2020,13834,COMMNTY COLLEGE,0.0272
2019/2020,13834,COUNTY,0.0000
2019/2020,13834,GENERAL,1.0000
2019/2020,13834,METRO WATER DIST,0.0035
2019/2020,13834,UNIFIED SCHOOLS,0.0756
2019/2020,13836,COMMNTY COLLEGE,0.0217
2019/2020,13836,COUNTY,0.0000
2019/2020,13836,GENERAL,1.0000
2019/2020,13836,METRO WATER DIST,0.0035
2019/2020,13836,UNIFIED SCHOOLS,0.1142
2019/2020,13837,COMMNTY COLLEGE,0.0217
2019/2020,13837,COUNTY,0.0000
2019/2020,13837,GENERAL,1.0000
2019/2020,13837,METRO WATER DIST,0.0035
2019/2020,13837,UNIFIED SCHOOLS,0.1142
2019/2020,13838,COMMNTY COLLEGE,0.0217
2019/2020,13838,COUNTY,0.0000
2019/2020,13838,GENERAL,1.0000
2019/2020,13838,METRO WATER DIST,0.0035
2019/2020,13838,UNIFIED SCHOOLS,0.1142
2019/2020,14186,COUNTY,0.0000
2019/2020,14186,ELEM SCHOOLS,0.0288
2019/2020,14186,GENERAL,1.0000
2019/2020,14186,HIGH SCHOOLS,0.0549
2019/2020,14186,SPECIAL WATER,0.0706
2019/2020,14187,CITY-GLENDORA,0.0000
2019/2020,14187,COMMNTY COLLEGE,0.0217
2019/2020,14187,COUNTY,0.0000
2019/2020,14187,GENERAL,1.0000
2019/2020,14187,METRO WATER DIST,0.0035
2019/2020,14187,UNIFIED SCHOOLS,0.0623
2019/2020,14188,CITY-GLENDORA,0.0000
2019/2020,14188,COMMNTY COLLEGE,0.0217
2019/2020,14188,COUNTY,0.0000
2019/2020,14188,GENERAL,1.0000
2019/2020,14188,METRO WATER DIST,0.0035
2019/2020,14188,UNIFIED SCHOOLS,0.0623
2019/2020,14189,CITY-GLENDORA,0.0000
2019/2020,14189,COMMNTY COLLEGE,0.0217
2019/2020,14189,COUNTY,0.0000
2019/2020,14189,GENERAL,1.0000
2019/2020,14189,METRO WATER DIST,0.0035
2019/2020,14189,UNIFIED SCHOOLS,0.0623
2019/2020,01419,COMMNTY COLLEGE,0.0272
2019/2020,01419,COUNTY,0.0000
2019/2020,01419,GENERAL,1.0000
2019/2020,01419,METRO WATER DIST,0.0035
2019/2020,01419,UNIFIED SCHOOLS,0.1255
2019/2020,14190,CITY-GLENDORA,0.0000
2019/2020,14190,COMMNTY COLLEGE,0.0217
2019/2020,14190,COUNTY,0.0000
2019/2020,14190,GENERAL,1.0000
2019/2020,14190,METRO WATER DIST,0.0035
2019/2020,14190,UNIFIED SCHOOLS,0.0623
2019/2020,14191,CITY-CARSON,0.0000
2019/2020,14191,COMMNTY COLLEGE,0.0272
2019/2020,14191,COUNTY,0.0000
2019/2020,14191,GENERAL,1.0000
2019/2020,14191,METRO WATER DIST,0.0035
2019/2020,14191,UNIFIED SCHOOLS,0.1255
2019/2020,14192,CITY-CARSON,0.0000
2019/2020,14192,COMMNTY COLLEGE,0.0272
2019/2020,14192,COUNTY,0.0000
2019/2020,14192,GENERAL,1.0000
2019/2020,14192,METRO WATER DIST,0.0035
2019/2020,14192,UNIFIED SCHOOLS,0.1255
2019/2020,14193,CITY-CARSON,0.0000
2019/2020,14193,COMMNTY COLLEGE,0.0272
2019/2020,14193,COUNTY,0.0000
2019/2020,14193,GENERAL,1.0000
2019/2020,14193,METRO WATER DIST,0.0035
2019/2020,14193,UNIFIED SCHOOLS,0.1255
2019/2020,14194,CITY-CARSON,0.0000
2019/2020,14194,COMMNTY COLLEGE,0.0272
2019/2020,14194,COUNTY,0.0000
2019/2020,14194,GENERAL,1.0000
2019/2020,14194,METRO WATER DIST,0.0035
2019/2020,14194,UNIFIED SCHOOLS,0.1255
2019/2020,14195,CITY-CARSON,0.0000
2019/2020,14195,COMMNTY COLLEGE,0.0272
2019/2020,14195,COUNTY,0.0000
2019/2020,14195,GENERAL,1.0000
2019/2020,14195,METRO WATER DIST,0.0035
2019/2020,14195,UNIFIED SCHOOLS,0.1255
2019/2020,14196,CITY-CARSON,0.0000
2019/2020,14196,COMMNTY COLLEGE,0.0272
2019/2020,14196,COUNTY,0.0000
2019/2020,14196,GENERAL,1.0000
2019/2020,14196,METRO WATER DIST,0.0035
2019/2020,14196,UNIFIED SCHOOLS,0.1255
2019/2020,14197,CITY-CARSON,0.0000
2019/2020,14197,COMMNTY COLLEGE,0.0272
2019/2020,14197,COUNTY,0.0000
2019/2020,14197,GENERAL,1.0000
2019/2020,14197,METRO WATER DIST,0.0035
2019/2020,14197,UNIFIED SCHOOLS,0.1255
2019/2020,14198,CITY-CARSON,0.0000
2019/2020,14198,COMMNTY COLLEGE,0.0272
2019/2020,14198,COUNTY,0.0000
2019/2020,14198,GENERAL,1.0000
2019/2020,14198,METRO WATER DIST,0.0035
2019/2020,14198,UNIFIED SCHOOLS,0.1255
2019/2020,14199,CITY-CARSON,0.0000
2019/2020,14199,COMMNTY COLLEGE,0.0272
2019/2020,14199,COUNTY,0.0000
2019/2020,14199,GENERAL,1.0000
2019/2020,14199,METRO WATER DIST,0.0035
2019/2020,14199,UNIFIED SCHOOLS,0.1255
2019/2020,00142,COMMNTY COLLEGE,0.0445
2019/2020,00142,COUNTY,0.0000
2019/2020,00142,GENERAL,1.0000
2019/2020,00142,METRO WATER DIST,0.0035
2019/2020,00142,UNIFIED SCHOOLS,0.1402
2019/2020,14200,CITY-CARSON RP A,0.0000
2019/2020,14200,COMMNTY COLLEGE,0.0272
2019/2020,14200,COUNTY,0.0000
2019/2020,14200,GENERAL,1.0000
2019/2020,14200,METRO WATER DIST,0.0035
2019/2020,14200,UNIFIED SCHOOLS,0.1255
2019/2020,14536,COMMNTY COLLEGE,0.0217
2019/2020,14536,COUNTY,0.0000
2019/2020,14536,GENERAL,1.0000
2019/2020,14536,METRO WATER DIST,0.0035
2019/2020,14536,UNIFIED SCHOOLS,0.0869
2019/2020,14537,CITY-PALMDALE,0.0000
2019/2020,14537,COMMNTY COLLEGE,0.0472
2019/2020,14537,COUNTY,0.0000
2019/2020,14537,ELEM SCHOOLS,0.0706
2019/2020,14537,GENERAL,1.0000
2019/2020,14537,HIGH SCHOOLS,0.0219
2019/2020,14537,SPECIAL WATER,0.0705
2019/2020,14538,CITY-PALMDALE,0.0000
2019/2020,14538,COMMNTY COLLEGE,0.0472
2019/2020,14538,COUNTY,0.0000
2019/2020,14538,ELEM SCHOOLS,0.0706
2019/2020,14538,GENERAL,1.0000
2019/2020,14538,HIGH SCHOOLS,0.0219
2019/2020,14538,SPECIAL WATER,0.0705
2019/2020,14540,CITY-PALMDALE,0.0000
2019/2020,14540,COMMNTY COLLEGE,0.0472
2019/2020,14540,COUNTY,0.0000
2019/2020,14540,ELEM SCHOOLS,0.0751
2019/2020,14540,GENERAL,1.0000
2019/2020,14540,HIGH SCHOOLS,0.0219
2019/2020,14540,SPECIAL WATER,0.0705
2019/2020,14541,CITY LANCASTER,0.0000
2019/2020,14541,COMMNTY COLLEGE,0.0472
2019/2020,14541,COUNTY,0.0000
2019/2020,14541,ELEM SCHOOLS,0.0586
2019/2020,14541,GENERAL,1.0000
2019/2020,14541,HIGH SCHOOLS,0.0219
2019/2020,14541,SPECIAL WATER,0.0705
2019/2020,14542,CITY LANCASTER,0.0000
2019/2020,14542,COMMNTY COLLEGE,0.0472
2019/2020,14542,COUNTY,0.0000
2019/2020,14542,ELEM SCHOOLS,0.0751
2019/2020,14542,GENERAL,1.0000
2019/2020,14542,HIGH SCHOOLS,0.0219
2019/2020,14542,SPECIAL WATER,0.0705
2019/2020,14543,CITY-LANCASTER,0.0000
2019/2020,14543,COMMNTY COLLEGE,0.0472
2019/2020,14543,COUNTY,0.0000
2019/2020,14543,ELEM SCHOOLS,0.0586
2019/2020,14543,GENERAL,1.0000
2019/2020,14543,HIGH SCHOOLS,0.0219
2019/2020,14543,SPECIAL WATER,0.0705
2019/2020,14544,CITY-LANCASTER,0.0000
2019/2020,14544,COMMNTY COLLEGE,0.0472
2019/2020,14544,COUNTY,0.0000
2019/2020,14544,ELEM SCHOOLS,0.0736
2019/2020,14544,GENERAL,1.0000
2019/2020,14544,HIGH SCHOOLS,0.0219
2019/2020,14544,SPECIAL WATER,0.0705
2019/2020,14545,CITY-PALMDALE,0.0000
2019/2020,14545,COMMNTY COLLEGE,0.0472
2019/2020,14545,COUNTY,0.0000
2019/2020,14545,ELEM SCHOOLS,0.0706
2019/2020,14545,GENERAL,1.0000
2019/2020,14545,HIGH SCHOOLS,0.0219
2019/2020,14545,SPECIAL WATER,0.0705
2019/2020,14547,CITY-SANTA CLARI,0.0000
2019/2020,14547,COMMNTY COLLEGE,0.0295
2019/2020,14547,COUNTY,0.0000
2019/2020,14547,ELEM SCHOOLS,0.0198
2019/2020,14547,GENERAL,1.0000
2019/2020,14547,HIGH SCHOOLS,0.0549
2019/2020,14547,SPECIAL WATER,0.0706
2019/2020,14548,CITY-PALMDALE,0.0000
2019/2020,14548,COMMNTY COLLEGE,0.0472
2019/2020,14548,COUNTY,0.0000
2019/2020,14548,ELEM SCHOOLS,0.0706
2019/2020,14548,GENERAL,1.0000
2019/2020,14548,HIGH SCHOOLS,0.0219
2019/2020,14548,WATER DISTRICT,0.2182
2019/2020,14551,CITY-PALMDALE,0.0000
2019/2020,14551,COMMNTY COLLEGE,0.0472
2019/2020,14551,COUNTY,0.0000
2019/2020,14551,ELEM SCHOOLS,0.0706
2019/2020,14551,GENERAL,1.0000
2019/2020,14551,HIGH SCHOOLS,0.0219
2019/2020,14551,SPECIAL WATER,0.0705
2019/2020,14553,CITY-PALMDALE,0.0000
2019/2020,14553,COMMNTY COLLEGE,0.0472
2019/2020,14553,COUNTY,0.0000
2019/2020,14553,ELEM SCHOOLS,0.0706
2019/2020,14553,GENERAL,1.0000
2019/2020,14553,HIGH SCHOOLS,0.0219
2019/2020,14553,WATER DISTRICT,0.2182
2019/2020,14556,CITY-SANTA CLARI,0.0000
2019/2020,14556,COMMNTY COLLEGE,0.0295
2019/2020,14556,COUNTY,0.0000
2019/2020,14556,ELEM SCHOOLS,0.0388
2019/2020,14556,GENERAL,1.0000
2019/2020,14556,HIGH SCHOOLS,0.0549
2019/2020,14556,SPECIAL WATER,0.0706
2019/2020,14558,COMMNTY COLLEGE,0.0272
2019/2020,14558,COUNTY,0.0000
2019/2020,14862,HIGH SCHOOLS,0.0549
2019/2020,14862,SPECIAL WATER,0.0706
2019/2020,14863,COMMNTY COLLEGE,0.0295
2019/2020,14863,COUNTY,0.0000
2019/2020,14863,ELEM SCHOOLS,0.0288
2019/2020,14863,GENERAL,1.0000
2019/2020,14863,HIGH SCHOOLS,0.0549
2019/2020,14863,SPECIAL WATER,0.0706
2019/2020,14864,CITY-INDUSTRY CI,0.7375
2019/2020,14864,COMMNTY COLLEGE,0.0478
2019/2020,14864,COUNTY,0.0000
2019/2020,14864,GENERAL,1.0000
2019/2020,14864,METRO WATER DIST,0.0035
2019/2020,14864,UNIFIED SCHOOLS,0.0825
2019/2020,14865,COMMNTY COLLEGE,0.0295
2019/2020,14865,COUNTY,0.0000
2019/2020,14865,ELEM SCHOOLS,0.0544
2019/2020,14865,GENERAL,1.0000
2019/2020,14865,HIGH SCHOOLS,0.0549
2019/2020,14865,SPECIAL WATER,0.0706
2019/2020,14866,CITY-SANTA CLARI,0.0000
2019/2020,14866,COMMNTY COLLEGE,0.0295
2019/2020,14866,COUNTY,0.0000
2019/2020,14866,ELEM SCHOOLS,0.0388
2019/2020,14866,GENERAL,1.0000
2019/2020,14866,HIGH SCHOOLS,0.0549
2019/2020,14866,SPECIAL WATER,0.0706
2019/2020,01487,COMMNTY COLLEGE,0.0272
2019/2020,01487,COUNTY,0.0000
2019/2020,01487,GENERAL,1.0000
2019/2020,01487,METRO WATER DIST,0.0035
2019/2020,01487,UNIFIED SCHOOLS,0.1255
2019/2020,14870,CITY-SO EL MONTE,0.0000
2019/2020,14870,COMMNTY COLLEGE,0.0257
2019/2020,14870,COUNTY,0.0000
2019/2020,14870,GENERAL,1.0000
2019/2020,14870,HIGH SCHOOLS,0.1097
2019/2020,14870,METRO WATER DIST,0.0035
2019/2020,14871,CITY-SO EL MONTE,0.0000
2019/2020,14871,COMMNTY COLLEGE,0.0257
2019/2020,14871,COUNTY,0.0000
2019/2020,14871,GENERAL,1.0000
2019/2020,14871,HIGH SCHOOLS,0.1097
2019/2020,14871,METRO WATER DIST,0.0035
2019/2020,14872,COMMNTY COLLEGE,0.0478
2019/2020,14872,COUNTY,0.0000
2019/2020,14872,GENERAL,1.0000
2019/2020,14872,METRO WATER DIST,0.0035
2019/2020,14872,UNIFIED SCHOOLS,0.1352
2019/2020,14873,CITY-AZUSA,0.0000
2019/2020,14873,COMMNTY COLLEGE,0.0217
2019/2020,14873,COUNTY,0.0000
2019/2020,14873,GENERAL,1.0000
2019/2020,14873,METRO WATER DIST,0.0035
2019/2020,14873,UNIFIED SCHOOLS,0.1142
2019/2020,14874,CITY-AZUSA,0.0000
2019/2020,14874,COMMNTY COLLEGE,0.0217
2019/2020,14874,COUNTY,0.0000
2019/2020,14874,GENERAL,1.0000
2019/2020,14874,METRO WATER DIST,0.0035
2019/2020,14874,UNIFIED SCHOOLS,0.1142
2019/2020,14875,COMMNTY COLLEGE,0.0295
2019/2020,14875,COUNTY,0.0000
2019/2020,14875,ELEM SCHOOLS,0.0071
2019/2020,14875,GENERAL,1.0000
2019/2020,14875,HIGH SCHOOLS,0.0549
2019/2020,14875,SPECIAL WATER,0.0706
2019/2020,14876,COMMNTY COLLEGE,0.0295
2019/2020,14876,COUNTY,0.0000
2019/2020,14876,ELEM SCHOOLS,0.0544
2019/2020,14876,GENERAL,1.0000
2019/2020,14876,HIGH SCHOOLS,0.0549
2019/2020,14876,SPECIAL WATER,0.0706
2019/2020,14877,COMMNTY COLLEGE,0.0295
2019/2020,14877,COUNTY,0.0000
2019/2020,14877,ELEM SCHOOLS,0.0388
2019/2020,14877,GENERAL,1.0000
2019/2020,14877,HIGH SCHOOLS,0.0549
2019/2020,14877,SPECIAL WATER,0.0706
2019/2020,14878,CITY-DUARTE,0.0000
2019/2020,14878,COMMNTY COLLEGE,0.0217
2019/2020,14878,COUNTY,0.0000
2019/2020,14878,GENERAL,1.0000
2019/2020,14878,METRO WATER DIST,0.0035
2019/2020,14878,UNIFIED SCHOOLS,0.1558
2019/2020,14879,CITY-DUARTE,0.0000
2019/2020,14879,COMMNTY COLLEGE,0.0217
2019/2020,14879,COUNTY,0.0000
2019/2020,14879,GENERAL,1.0000
2019/2020,14879,METRO WATER DIST,0.0035
2019/2020,14879,UNIFIED SCHOOLS,0.1558
2019/2020,01488,COMMNTY COLLEGE,0.0272
2019/2020,01488,COUNTY,0.0000
2019/2020,01488,GENERAL,1.0000
2019/2020,01488,METRO WATER DIST,0.0035
2019/2020,01488,UNIFIED SCHOOLS,0.1255
2019/2020,14880,COMMNTY COLLEGE,0.0295
2019/2020,15151,COMMNTY COLLEGE,0.0272
