hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
Centinela Hospital Medical Center,Short Term,050739,2020-08-14,Los Angeles,037,269.0,32.0,11.0,4.0,0.88,33.0,191.0,0.17,Southern California
Lac/Olive View-Ucla Medical Center,Short Term,050040,2020-08-14,Los Angeles,037,159.0,14.0,7.0,2.0,0.86,20.0,160.0,0.12,Southern California
Lac/Harbor-Ucla Med Center,Short Term,050376,2020-08-14,Los Angeles,037,1200.0,34.0,10.0,6.0,0.82,33.0,246.0,0.13,Southern California
California Hospital Medical Center LA,Short Term,050149,2020-08-14,Los Angeles,037,357.0,30.0,8.0,11.0,0.63,37.0,161.0,0.23,Southern California
Antelope Valley Hospital,Short Term,050056,2020-08-14,Los Angeles,037,332.0,45.0,8.0,2.0,0.96,35.0,201.0,0.17,Southern California
Emanate Health Foothill Presbyterian Hospital,Short Term,050597,2020-08-14,Los Angeles,037,103.0,18.0,9.0,2.0,0.89,33.0,70.0,0.47,Southern California
Greater El Monte Community Hospital,Short Term,050738,2020-08-14,Los Angeles,037,238.0,10.0,3.0,3.0,0.7,12.0,40.0,0.3,Southern California
Cedar-Sinai Marina Del Rey Hospital,Short Term,050740,2020-08-14,Los Angeles,037,98.0,16.0,3.0,7.0,0.56,15.0,66.0,0.23,Southern California
Madera Community Hospital,Short Term,050568,2020-08-14,Madera,039,80.0,10.0,6.0,2.0,0.8,33.0,61.0,0.54,San Joaquin Valley
Marinhealth Medical Center,Short Term,050360,2020-08-14,Marin,041,174.0,14.0,2.0,2.0,0.86,6.0,104.0,0.06,Bay Area
Kaiser Foundation Hospital,Short Term,050510,2020-08-14,Marin,041,79.0,7.0,2.0,1.0,0.86,6.0,54.0,0.11,Bay Area
Novato Community Hospital,Short Term,050131,2020-08-14,Marin,041,27.0,8.0,2.0,5.0,0.38,5.0,20.0,0.25,Bay Area
Kentfield Hospital,Long Term,052043,2020-08-14,Marin,041,65.0,,0.0,,,1.0,51.0,0.02,Bay Area
John C Fremont Healthcare District,Critical Access Hospitals,051304,2020-08-14,Mariposa,043,45.0,0.0,0.0,0.0,,0.0,7.0,0.0,San Joaquin Valley
Adventist Health Mendocino Coast,Critical Access Hospitals,051325,2020-08-14,Mendocino,045,49.0,4.0,0.0,3.0,0.25,2.0,11.0,0.18,Northern California
Adventist Health Ukiah Valley,Short Term,050301,2020-08-14,Mendocino,045,110.0,8.0,4.0,3.0,0.62,7.0,30.0,0.23,Northern California
Adventist Health Howard Memorial,Critical Access Hospitals,051310,2020-08-14,Mendocino,045,49.0,4.0,0.0,0.0,1.0,0.0,20.0,0.0,Northern California
Mercy Medical Center,Short Term,050444,2020-08-14,Merced,047,217.0,20.0,13.0,3.0,0.85,34.0,137.0,0.25,San Joaquin Valley
Memorial Hospital Los Banos,Short Term,050528,2020-08-14,Merced,047,29.0,4.0,1.0,2.0,0.5,5.0,18.0,0.28,San Joaquin Valley
Modoc Medical Center,Critical Access Hospitals,051330,2020-08-14,Modoc,049,66.0,0.0,0.0,0.0,,0.0,5.0,0.0,Northern California
Mammoth Hospital,Critical Access Hospitals,051303,2020-08-14,Mono,051,35.0,2.0,0.0,1.0,0.5,0.0,6.0,0.0,Southern California
Community Hospital of The Monterey Peninsula,Short Term,050145,2020-08-14,Monterey,053,332.0,20.0,3.0,7.0,0.65,14.0,176.0,0.08,Bay Area
Salinas Valley Memorial Hospital,Short Term,050334,2020-08-14,Monterey,053,279.0,15.0,12.0,-2.0,1.13,20.0,139.0,0.14,Bay Area
Natividad Medical Center,Short Term,050248,2020-08-14,Monterey,053,180.0,10.0,2.0,1.0,0.9,21.0,113.0,0.19,Bay Area
George L Mee Memorial Hospital,Critical Access Hospitals,051336,2020-08-14,Monterey,053,35.0,0.0,0.0,0.0,,0.0,5.0,0.0,Bay Area
Adventist Health St Helena,Short Term,050013,2020-08-14,Napa,055,138.0,14.0,2.0,7.0,0.5,3.0,40.0,0.08,Bay Area
Providence Queen of The Valley Medical Center,Short Term,050009,2020-08-14,Napa,055,216.0,20.0,1.0,14.0,0.3,4.0,64.0,0.06,Bay Area
Tahoe Forest Hospital,Critical Access Hospitals,051328,2020-08-14,Nevada,057,33.0,6.0,0.0,2.0,0.67,1.0,17.0,0.06,Greater Sacramento
Sierra Nevada Memorial Hospital,Short Term,050150,2020-08-14,Nevada,057,92.0,5.0,0.0,2.0,0.6,2.0,49.0,0.04,Greater Sacramento
Kindred Hospital Brea,Long Term,052039,2020-08-14,Orange,059,48.0,4.0,0.0,0.0,1.0,0.0,44.0,0.0,Southern California
Ahmc Anaheim Regional Medical Center,Short Term,050226,2020-08-14,Orange,059,247.0,19.0,9.0,1.0,0.95,35.0,98.0,0.36,Southern California
Providence St. Joseph Hospital,Short Term,050069,2020-08-14,Orange,059,318.0,22.0,0.0,2.0,0.91,34.0,226.0,0.15,Southern California
Children'S Hospital of Orange County,Childrens Hospitals,053304,2020-08-14,Orange,059,220.0,2.0,0.0,-2.0,2.0,11.0,129.0,0.09,Southern California
Chapman Global Medical Center,Short Term,050745,2020-08-14,Orange,059,87.0,12.0,2.0,6.0,0.5,6.0,29.0,0.21,Southern California
Healthbridge Children'S Hospital - Orange,Childrens Hospitals,053308,2020-08-14,Orange,059,27.0,0.0,0.0,0.0,,0.0,27.0,0.0,Southern California
Los Alamitos Medical Center,Short Term,050551,2020-08-14,Orange,059,192.0,17.0,2.0,0.0,1.0,7.0,120.0,0.06,Southern California
Memorialcare Saddleback Medical Center,Short Term,050603,2020-08-14,Orange,059,1318.0,22.0,1.0,4.0,0.82,8.0,117.0,0.07,Southern California
Kaiser Foundation Hospital - Orange County - Anahe,Short Term,050609,2020-08-14,Orange,059,683.0,60.0,17.0,26.0,0.57,40.0,260.0,0.15,Southern California
West Anaheim Medical Center,Short Term,050426,2020-08-14,Orange,059,133.0,12.0,5.0,1.0,0.92,13.0,98.0,0.13,Southern California
Providence St. Jude Medical Center,Short Term,050168,2020-08-14,Orange,059,269.0,32.0,6.0,2.0,0.94,27.0,212.0,0.13,Southern California
Orange County Global Medical Center,Short Term,050746,2020-08-14,Orange,059,352.0,39.0,10.0,10.0,0.74,25.0,127.0,0.2,Southern California
College Hospital Costa Mesa,Short Term,050543,2020-08-14,Orange,059,156.0,,0.0,,,3.0,112.0,0.03,Southern California
Hoag Orthopedic Institute,Short Term,050769,2020-08-14,Orange,059,51.0,0.0,0.0,0.0,,2.0,13.0,0.15,Southern California
Foothill Regional Medical Center,Short Term,050780,2020-08-14,Orange,059,125.0,29.0,4.0,21.0,0.28,12.0,64.0,0.19,Southern California
Kindred Hospital Westminster,Long Term,052035,2020-08-14,Orange,059,109.0,16.0,1.0,0.0,1.0,8.0,92.0,0.09,Southern California
Anaheim Global Medical Center,Short Term,050744,2020-08-14,Orange,059,200.0,22.0,6.0,12.0,0.45,16.0,118.0,0.14,Southern California
Children'S Hospital At Mission,Childrens Hospitals,053306,2020-08-14,Orange,059,60.0,0.0,0.0,0.0,,0.0,24.0,0.0,Southern California
Fountain Valley Regional Hospital & Medical Center,Short Term,050570,2020-08-14,Orange,059,451.0,25.0,12.0,0.0,1.0,39.0,229.0,0.17,Southern California
Hoag Memorial Hospital Presbyterian,Short Term,050224,2020-08-14,Orange,059,840.0,52.0,14.0,22.0,0.58,49.0,341.0,0.14,Southern California
Huntington Beach Hospital,Short Term,050526,2020-08-14,Orange,059,80.0,5.0,2.0,1.0,0.8,8.0,62.0,0.13,Southern California
Garden Grove Hospital & Medical Center,Short Term,050230,2020-08-14,Orange,059,81.0,12.0,9.0,1.0,0.92,25.0,51.0,0.49,Southern California
University of California Irvine Medical Center,Short Term,050348,2020-08-14,Orange,059,561.0,68.0,12.0,9.0,0.87,44.0,332.0,0.13,Southern California
South Coast Global Medical Center,Short Term,050747,2020-08-14,Orange,059,96.0,8.0,2.0,3.0,0.62,10.0,28.0,0.36,Southern California
Placentia Linda Hospital,Short Term,050589,2020-08-14,Orange,059,122.0,8.0,3.0,1.0,0.88,12.0,43.0,0.28,Southern California
La Palma Intercommunity Hospital,Short Term,050580,2020-08-14,Orange,059,54.0,5.0,3.0,0.0,1.0,6.0,38.0,0.16,Southern California
Memorialcare Orange Coast Medical Center,Short Term,050678,2020-08-14,Orange,059,1019.0,21.0,5.0,6.0,0.71,14.0,120.0,0.12,Southern California
Providence Mission Hospital,Short Term,050567,2020-08-14,Orange,059,284.0,49.0,11.0,3.0,0.94,18.0,218.0,0.08,Southern California
Sutter Auburn Faith Hospital,Short Term,050498,2020-08-14,Placer,061,45.0,8.0,0.0,4.0,0.5,2.0,38.0,0.05,Greater Sacramento
Kaiser Foundation Hospital - Roseville,Short Term,050772,2020-08-14,Placer,061,465.0,19.0,8.0,2.0,0.89,54.0,304.0,0.18,Greater Sacramento
Sutter Roseville Medical Center,Short Term,050309,2020-08-14,Placer,061,259.0,56.0,6.0,20.0,0.64,32.0,290.0,0.11,Greater Sacramento
Eastern Plumas Hospital - Portola Campus,Critical Access Hospitals,051300,2020-08-14,Plumas,063,138.0,0.0,0.0,0.0,,0.0,2.0,0.0,Greater Sacramento
Plumas District Hospital,Critical Access Hospitals,051326,2020-08-14,Plumas,063,28.0,0.0,0.0,0.0,,0.0,6.0,0.0,Greater Sacramento
Seneca District Hospital,Critical Access Hospitals,051327,2020-08-14,Plumas,063,18.0,0.0,0.0,0.0,,0.0,3.0,0.0,Greater Sacramento
Menifee Global Medical Center,Short Term,050684,2020-08-14,Riverside,065,113.0,9.0,0.0,5.0,0.44,4.0,49.0,0.08,Southern California
Desert Regional Medical Center,Short Term,050243,2020-08-14,Riverside,065,1731.0,39.0,6.0,0.0,1.0,44.0,232.0,0.19,Southern California
"Doctors Hospital of Riverside, Llc",Short Term,050102,2020-08-14,Riverside,065,383.0,13.0,5.0,8.0,0.38,31.0,91.0,0.34,Southern California
"Kaiser Foundation Hospital, Riverside",Short Term,050686,2020-08-14,Riverside,065,388.0,23.0,19.0,4.0,0.83,51.0,137.0,0.37,Southern California
Hemet Global Medical Center,Short Term,050390,2020-08-14,Riverside,065,218.0,26.0,7.0,5.0,0.81,33.0,119.0,0.28,Southern California
Temecula Valley Hospital,Short Term,050775,2020-08-14,Riverside,065,223.0,17.0,4.0,2.0,0.88,9.0,123.0,0.07,Southern California
Southwest Healthcare System,Short Term,050701,2020-08-14,Riverside,065,237.0,21.0,9.0,1.0,0.95,30.0,192.0,0.16,Southern California
Palo Verde Hospital,Short Term,050423,2020-08-14,Riverside,065,68.0,0.0,0.0,0.0,,0.0,5.0,0.0,Southern California
Kaiser Foundation Hospital-Moreno Valley,Short Term,050765,2020-08-14,Riverside,065,122.0,10.0,4.0,3.0,0.7,15.0,49.0,0.31,Southern California
Loma Linda University Medical Center-Murrieta,Short Term,050770,2020-08-14,Riverside,065,173.0,12.0,5.0,2.0,0.83,14.0,97.0,0.14,Southern California
Riverside Community Hospital,Short Term,050022,2020-08-14,Riverside,065,498.0,75.0,12.0,18.0,0.76,40.0,344.0,0.12,Southern California
San Gorgonio Memorial Hospital,Short Term,050054,2020-08-14,Riverside,065,147.0,16.0,6.0,6.0,0.62,10.0,27.0,0.37,Southern California
Corona Regional Medical Center,Short Term,050329,2020-08-14,Riverside,065,2081.0,22.0,10.0,4.0,0.82,34.0,126.0,0.27,Southern California
Kindred Hospital Riverside,Long Term,052052,2020-08-14,Riverside,065,40.0,8.0,1.0,0.0,1.0,1.0,40.0,0.02,Southern California
Riverside University Health System-Medical Center,Short Term,050292,2020-08-14,Riverside,065,312.0,37.0,9.0,2.0,0.95,38.0,258.0,0.15,Southern California
Eisenhower Medical Center,Short Term,050573,2020-08-14,Riverside,065,236.0,20.0,4.0,4.0,0.8,30.0,196.0,0.15,Southern California
John F Kennedy Memorial Hospital,Short Term,050534,2020-08-14,Riverside,065,183.0,16.0,8.0,2.0,0.88,25.0,85.0,0.29,Southern California
Kaiser Foundation Hospital - Sacramento,Short Term,050425,2020-08-14,Sacramento,067,297.0,32.0,11.0,2.0,0.94,40.0,179.0,0.22,Greater Sacramento
Kaiser Foundation Hosp So Sacramento,Short Term,050674,2020-08-14,Sacramento,067,251.0,30.0,21.0,0.0,1.0,69.0,199.0,0.35,Greater Sacramento
Methodist Hospital of Sacramento,Short Term,050590,2020-08-14,Sacramento,067,206.0,20.0,7.0,11.0,0.45,26.0,100.0,0.26,Greater Sacramento
Mercy San Juan Medical Center,Short Term,050516,2020-08-14,Sacramento,067,301.0,53.0,8.0,5.0,0.91,42.0,248.0,0.17,Greater Sacramento
Mercy General Hospital,Short Term,050017,2020-08-14,Sacramento,067,285.0,32.0,2.0,13.0,0.59,14.0,183.0,0.08,Greater Sacramento
Shriners Hospitals For Children Northern Calif,Childrens Hospitals,053311,2020-08-14,Sacramento,067,45.0,0.0,0.0,0.0,,0.0,14.0,0.0,Greater Sacramento
Vibra Hospital of Sacramento,Long Term,052033,2020-08-14,Sacramento,067,58.0,6.0,0.0,0.0,1.0,0.0,52.0,0.0,Greater Sacramento
University of California Davis Medical Center,Short Term,050599,2020-08-14,Sacramento,067,640.0,84.0,19.0,2.0,0.98,47.0,605.0,0.08,Greater Sacramento
"Sutter Medical Center, Sacramento",Short Term,050108,2020-08-14,Sacramento,067,367.0,60.0,13.0,11.0,0.82,46.0,367.0,0.13,Greater Sacramento
Mercy Hospital of Folsom,Short Term,050414,2020-08-14,Sacramento,067,106.0,7.0,2.0,2.0,0.71,7.0,67.0,0.1,Greater Sacramento
Hazel Hawkins Memorial Hospital,Critical Access Hospitals,051337,2020-08-14,San Benito,069,25.0,4.0,1.0,2.0,0.5,9.0,22.0,0.41,San Joaquin Valley
Community Hospital of San Bernardino,Short Term,050089,2020-08-14,San Bernardino,071,257.0,21.0,6.0,11.0,0.48,23.0,120.0,0.19,Southern California
Montclair Hospital Medical Center,Short Term,050758,2020-08-14,San Bernardino,071,42.0,9.0,5.0,1.0,0.89,14.0,34.0,0.41,Southern California
Kindred Hospital Rancho,Long Term,052049,2020-08-14,San Bernardino,071,55.0,8.0,0.0,0.0,1.0,0.0,54.0,0.0,Southern California
Colorado River Medical Center,Critical Access Hospitals,051323,2020-08-14,San Bernardino,071,50.0,0.0,0.0,0.0,,0.0,4.0,0.0,Southern California
Loma Linda University Medical Center,Short Term,050327,2020-08-14,San Bernardino,071,663.0,102.0,20.0,26.0,0.75,49.0,401.0,0.12,Southern California
Desert Valley Hospital,Short Term,050709,2020-08-14,San Bernardino,071,152.0,18.0,7.0,0.0,1.0,35.0,112.0,0.31,Southern California
Loma Linda University Children'S Hospital,Short Term,050778,2020-08-14,San Bernardino,071,341.0,0.0,0.0,0.0,,6.0,224.0,0.03,Southern California
San Antonio Regional Hospital,Short Term,050099,2020-08-14,San Bernardino,071,342.0,36.0,17.0,1.0,0.97,55.0,217.0,0.25,Southern California
Mountains Community Hospital,Critical Access Hospitals,051312,2020-08-14,San Bernardino,071,20.0,0.0,0.0,0.0,,0.0,4.0,0.0,Southern California
St Bernardine Medical Center,Short Term,050129,2020-08-14,San Bernardino,071,303.0,37.0,16.0,8.0,0.78,59.0,224.0,0.26,Southern California
Chino Valley Medical Center,Short Term,050586,2020-08-14,San Bernardino,071,74.0,10.0,5.0,1.0,0.9,20.0,58.0,0.34,Southern California
Barstow Community Hospital,Short Term,050298,2020-08-14,San Bernardino,071,44.0,5.0,1.0,0.0,1.0,6.0,27.0,0.22,Southern California
Bear Valley Community Hospital,Critical Access Hospitals,051335,2020-08-14,San Bernardino,071,17.0,,0.0,,,0.0,2.0,0.0,Southern California
Kindred Hospital Ontario,Long Term,052037,2020-08-14,San Bernardino,071,103.0,11.0,0.0,4.0,0.64,12.0,79.0,0.15,Southern California
St Mary Medical Center,Short Term,050300,2020-08-14,San Bernardino,071,235.0,20.0,4.0,-1.0,1.05,41.0,182.0,0.23,Southern California
Arrowhead Regional Medical Center,Short Term,050245,2020-08-14,San Bernardino,071,433.0,32.0,12.0,11.0,0.66,44.0,258.0,0.17,Southern California
Kaiser Foundation Hospital Fontana,Short Term,050140,2020-08-14,San Bernardino,071,794.0,81.0,36.0,19.0,0.77,110.0,344.0,0.32,Southern California
Hi-Desert Medical Center,Short Term,050279,2020-08-14,San Bernardino,071,59.0,4.0,1.0,0.0,1.0,5.0,18.0,0.28,Southern California
Victor Valley Global Medical Center,Short Term,050517,2020-08-14,San Bernardino,071,113.0,1.0,6.0,0.0,1.0,14.0,65.0,0.22,Southern California
Redlands Community Hospital,Short Term,050272,2020-08-14,San Bernardino,071,160.0,11.0,6.0,1.0,0.91,23.0,120.0,0.19,Southern California
Palomar Medical Center Poway,Short Term,050636,2020-08-14,San Diego,073,51.0,12.0,0.0,6.0,0.5,2.0,36.0,0.06,Southern California
Scripps Memorial Hospital LA Jolla,Short Term,050324,2020-08-14,San Diego,073,598.0,59.0,2.0,16.0,0.73,9.0,254.0,0.04,Southern California
Scripps Green Hospital,Short Term,050424,2020-08-14,San Diego,073,220.0,24.0,0.0,14.0,0.42,1.0,99.0,0.01,Southern California
Kaiser Foundation Hospital - Zion,Short Term,050515,2020-08-14,San Diego,073,948.0,68.0,13.0,29.0,0.57,39.0,249.0,0.16,Southern California
Sharp Memorial Hospital,Short Term,050100,2020-08-14,San Diego,073,815.0,58.0,12.0,27.0,0.53,34.0,458.0,0.07,Southern California
Sharp Coronado Hospital And Healthcr Ctr,Short Term,050234,2020-08-14,San Diego,073,49.0,6.0,0.0,2.0,0.67,1.0,23.0,0.04,Southern California
Kindred Hospital - San Diego,Long Term,052036,2020-08-14,San Diego,073,70.0,8.0,0.0,3.0,0.62,0.0,54.0,0.0,Southern California
Select Specialty Hospital - San Diego,Long Term,052044,2020-08-14,San Diego,073,110.0,0.0,0.0,0.0,,0.0,82.0,0.0,Southern California
Paradise Valley Hospital,Short Term,050024,2020-08-14,San Diego,073,291.0,15.0,0.0,12.0,0.2,6.0,132.0,0.05,Southern California
Scripps Memorial Hospital - Encinitas,Short Term,050503,2020-08-14,San Diego,073,335.0,12.0,5.0,4.0,0.67,16.0,151.0,0.11,Southern California
Palomar Health Downtown Campus,Short Term,050115,2020-08-14,San Diego,073,336.0,36.0,11.0,5.0,0.86,29.0,216.0,0.13,Southern California
Tri-City Medical Center,Short Term,050128,2020-08-14,San Diego,073,367.0,25.0,2.0,13.0,0.48,14.0,135.0,0.1,Southern California
Alvarado Hospital Medical Center,Short Term,050757,2020-08-14,San Diego,073,136.0,14.0,3.0,6.0,0.57,8.0,76.0,0.11,Southern California
Uc San Diego Health Hillcrest - Hillcrest Med Ctr,Short Term,050025,2020-08-14,San Diego,073,1113.0,113.0,6.0,22.0,0.81,18.0,540.0,0.03,Southern California
Sharp Chula Vista Medical Center,Short Term,050222,2020-08-14,San Diego,073,314.0,33.0,17.0,5.0,0.85,38.0,221.0,0.17,Southern California
Rady Children'S Hospital - San Diego,Childrens Hospitals,053303,2020-08-14,San Diego,073,457.0,0.0,0.0,0.0,,2.0,253.0,0.01,Southern California
Grossmont Hospital,Short Term,050026,2020-08-14,San Diego,073,570.0,75.0,15.0,12.0,0.84,42.0,358.0,0.12,Southern California
Scripps Mercy Hospital,Short Term,050077,2020-08-14,San Diego,073,791.0,56.0,14.0,16.0,0.71,33.0,381.0,0.09,Southern California
Laguna Honda Hospital & Rehabilitation Center,Short Term,050668,2020-08-14,San Francisco,075,7.0,0.0,0.0,0.0,,0.0,2.0,0.0,Bay Area
Saint Francis Memorial Hospital,Short Term,050152,2020-08-14,San Francisco,075,156.0,16.0,0.0,8.0,0.5,2.0,64.0,0.03,Bay Area
Kaiser Foundation Hospital - San Francisco,Short Term,050076,2020-08-14,San Francisco,075,237.0,16.0,2.0,1.0,0.94,12.0,171.0,0.07,Bay Area
California Pacific Medical Center - Mission Bernal,Short Term,050055,2020-08-14,San Francisco,075,98.0,10.0,3.0,2.0,0.8,11.0,59.0,0.19,Bay Area
Zuckerberg San Francisco General Hosp & Trauma Ctr,Short Term,050228,2020-08-14,San Francisco,075,211.0,38.0,14.0,3.0,0.92,36.0,200.0,0.18,Bay Area
St Mary'S Medical Center,Short Term,050457,2020-08-14,San Francisco,075,127.0,13.0,2.0,6.0,0.54,5.0,61.0,0.08,Bay Area
California Pacific Medical Center- Van Ness Campus,Short Term,050047,2020-08-14,San Francisco,075,209.0,36.0,6.0,7.0,0.81,18.0,196.0,0.09,Bay Area
California Pacific Medical Ctr-Davies Campus Hosp,Short Term,050008,2020-08-14,San Francisco,075,94.0,8.0,0.0,2.0,0.75,2.0,62.0,0.03,Bay Area
Chinese Hospital,Short Term,050407,2020-08-14,San Francisco,075,141.0,6.0,0.0,2.0,0.67,1.0,42.0,0.02,Bay Area
Ucsf Medical Center,Short Term,050454,2020-08-14,San Francisco,075,2455.0,101.0,12.0,23.0,0.77,29.0,579.0,0.05,Bay Area
San Joaquin General Hospital,Short Term,050167,2020-08-14,San Joaquin,077,216.0,36.0,6.0,15.0,0.58,26.0,154.0,0.17,San Joaquin Valley
Dameron Hospital,Short Term,050122,2020-08-14,San Joaquin,077,205.0,12.0,3.0,2.0,0.83,12.0,51.0,0.24,San Joaquin Valley
St Joseph'S Medical Center of Stockton,Short Term,050084,2020-08-14,San Joaquin,077,603.0,53.0,22.0,3.0,0.94,66.0,297.0,0.22,San Joaquin Valley
Adventist Health Lodi Memorial,Short Term,050336,2020-08-14,San Joaquin,077,317.0,24.0,8.0,13.0,0.46,25.0,100.0,0.25,San Joaquin Valley
Sutter Tracy Community Hospital,Short Term,050313,2020-08-14,San Joaquin,077,56.0,8.0,4.0,0.0,1.0,19.0,49.0,0.39,San Joaquin Valley
Kaiser Foundation Hospital Manteca,Short Term,050748,2020-08-14,San Joaquin,077,274.0,25.0,20.0,1.0,0.96,47.0,154.0,0.31,San Joaquin Valley
Doctors Hospital of Manteca,Short Term,050118,2020-08-14,San Joaquin,077,97.0,8.0,5.0,1.0,0.88,16.0,42.0,0.38,San Joaquin Valley
"Marian Regional Medical Center, Arroyo Grande",Short Term,050016,2020-08-14,San Luis Obispo,079,84.0,7.0,0.0,3.0,0.57,0.0,24.0,0.0,Southern California
Twin Cities Community Hospital,Short Term,050633,2020-08-14,San Luis Obispo,079,138.0,10.0,2.0,7.0,0.3,9.0,50.0,0.18,Southern California
Sierra Vista Regional Medical Center,Short Term,050506,2020-08-14,San Luis Obispo,079,181.0,17.0,1.0,8.0,0.53,7.0,76.0,0.09,Southern California
French Hospital Medical Center,Short Term,050232,2020-08-14,San Luis Obispo,079,107.0,10.0,2.0,2.0,0.8,4.0,60.0,0.07,Southern California
Kaiser Foundation Hospital - South San Francisco,Short Term,050070,2020-08-14,San Mateo,081,97.0,7.0,4.0,1.0,0.86,19.0,65.0,0.29,Bay Area
Seton Medical Center,Short Term,050289,2020-08-14,San Mateo,081,219.0,15.0,3.0,4.0,0.73,11.0,72.0,0.15,Bay Area
Mills-Peninsula Medical Center,Short Term,050007,2020-08-14,San Mateo,081,176.0,24.0,2.0,13.0,0.46,12.0,115.0,0.1,Bay Area
San Mateo Medical Center,Short Term,050113,2020-08-14,San Mateo,081,46.0,7.0,3.0,4.0,0.43,11.0,30.0,0.37,Bay Area
Sequoia Hospital,Short Term,050197,2020-08-14,San Mateo,081,128.0,10.0,0.0,4.0,0.6,1.0,56.0,0.02,Bay Area
Kaiser Foundation Hospital - Redwood City,Short Term,050541,2020-08-14,San Mateo,081,102.0,12.0,2.0,1.0,0.92,14.0,75.0,0.19,Bay Area
Marian Regional Medical Center,Short Term,050107,2020-08-14,Santa Barbara,083,262.0,28.0,14.0,8.0,0.71,36.0,155.0,0.23,Southern California
Goleta Valley Cottage Hospital,Short Term,050357,2020-08-14,Santa Barbara,083,52.0,8.0,0.0,7.0,0.12,0.0,9.0,0.0,Southern California
Lompoc Valley Medical Center,Short Term,050110,2020-08-14,Santa Barbara,083,92.0,6.0,1.0,2.0,0.67,2.0,22.0,0.09,Southern California
Santa Ynez Valley Cottage Hospital,Critical Access Hospitals,051331,2020-08-14,Santa Barbara,083,11.0,0.0,0.0,0.0,,0.0,1.0,0.0,Southern California
