id,raw_code,name,clean_code,slug
3240,249PC,MISD WARRNT,"",misd-warrnt
3241,11360A3DHS,TRNS MARIJ 4 SAL,"",trns-marij-4-sal
3242,X3152(A)VC,IP BATTERY,"",ip-battery
3243,11359(C)3HS,FELONY WARRANT,"",felony-warrant
3244,X66(C)(1)PC,GRAND THEFT,"",grand-theft
3245,18 13441US,BANK FRAUD,"",bank-fraud
3246,11360A3BHS,TRANSOFMARIJUNA,"",transofmarijuna
3247,300WI,CHILD IN DANGER,"",child-in-danger
3248,242-243(E)P,PROBATION VIOLAT,"",probation-violat
3249,X47(H)PC,POSS OF METH,"",poss-of-meth
3250,.02(K)PC,MISD WARRANT,"",misd-warrant
3251,1871.4(A)1PC,CRT ORDER BKING,"",crt-order-bking
3252,11359(D)HS,PERSON UNDR21CUL,"",person-undr21cul
3253,311.11C1PC,POSS CHILD PORN,"",poss-child-porn
3254,647(B)(1)PC,POSS. OF CONTROL,"",poss-of-control
3255,241.3PC,MISD WARRANTS,"",misd-warrants
3256,A212.5(C)PC,FELONY WARRANT,"",felony-warrant-1
3257,11357(B)2HS,DUI,"",dui-1
3258,A487(D)1PC,ATTEMP GTA,"",attemp-gta
3259,290.013(A)P,FELONY WARRANT,"",felony-warrant-2
3260,11359(B)HS,POSS 4SALE MARIJ,"",poss-4sale-marij
3261,4461VC,COURTORDRBOOKING,"",courtordrbooking
3262,853.7PCPC,MISD WARR,"",misd-warr
3263,300(I)WI,PROTECTIVE CUSTO,"",protective-custo
3264,243.15PC,FELONY WARRANT,"",felony-warrant-3
3265,XX601.1AVC,MISD WARRANT,"",misd-warrant-1
3266,A485PC,ATT THEFT MV,"",att-theft-mv
3267,LKMC,ATTEMPT MURDER,"",attempt-murder-1
3268,8103(I)WI,PROHIBITED POSSE,"",prohibited-posse
3269,X1379(A)HS,POSS CONT SUBST,"",poss-cont-subst
3270,23247(A)VC,INTERLOCK DEVICE,"",interlock-device
3271,475A&473APC,FORGERY,"",forgery-3
3272,25400(A)3PCQ,CARRYING CONCLD,"",carrying-concld
3273,300(G)WIC,DCFS,"",dcfs
3274,18100(A)EL,VOTER REGISTRATI,"",voter-registrati
3275,18 1001US,US AGNCY FLSE DC,"",us-agncy-flse-dc
3276,18750PC,CONST EXP DEVICE,"",const-exp-device
3277,2112US,ROBBERY,"",robbery-1
3278,300(B)(1)WI,FAIL TO PROTECT,"",fail-to-protect
3279,11358(C)HS,MISD WARRANT,"",misd-warrant-2
3280,14 4311(A)CA,NO SMKNG WHR PST,"",no-smkng-whr-pst
3281,14 4311ACA,NO SMKNG WHR PST,"",no-smkng-whr-pst-1
3282,.4601(A)VC,FEL EVADING TC,"",fel-evading-tc
3283,369DPC,RAILROAD PROPERT,"",railroad-propert
3284,X000.08FPC,FELONY WARRANT,"",felony-warrant-4
3285,3455(C)PCC,EXCON/POSS F ARM,"",exconposs-f-arm
3286,26400(B)PC,MISD WARNT,"",misd-warnt
3287,IDMC,WARRANT,"",warrant
3288,27585(A)PC,TRNSPT F/A ACRS,"",trnspt-fa-acrs
3289,18 1028A5 US,FERDERAL HOLD,"",ferderal-hold
3290,537A1)(1)PC,PAROLE VIOLATION,"",parole-violation-1
3291,21 841AIUS,US WRNT,"",us-wrnt
3292,11360A3CHS,SALE CANIBS MINO,"",sale-canibs-mino
3293,11378(A)HS,POSS 4SLS/METH,"",poss-4slsmeth
3294,286(D)(1)PC,SODOMY W FORCE,"",sodomy-w-force
3295,11370.9(A)PC,FELONY WARRANT,"",felony-warrant-5
3296,4.55.120SC,WARRANTS,"",warrants
3297,470A&473BPC,FORGERY,"",forgery-4
3298,A212.5(A)PC,ATT/2DEGREE/ROBB,"",att2degreerobb
3299,.42PC,POSS OF CON SUB,"",poss-of-con-sub
3300,A286(C)2PC,ATTMPT SODOMY,"",attmpt-sodomy
3301,18 3583(E)3,VIOL PETITION,"",viol-petition
3302,368(B)(1)PCE,ELDER ABUSE,"",elder-abuse
3303,41.1.4/TM,MISD WARRANTS,"",misd-warrants-1
3304,11880(A)IS,FELONY WARRANT,"",felony-warrant-6
3305,4.55.120ASC,MISD WARRANT,"",misd-warrant-3
3306,26400(A)PC,CARRY FIREARM UN,"",carry-firearm-un
3307,42005VC,VIOLATION OF P/O,"",violation-of-po
3308,11380(A)2HS,TRANSPORT-SALES,"",transport-sales
3309,300(J)WIC,ENDANGER SIBLING,"",endanger-sibling
3310,'1364(A)HS,PETTY THEFT,"",petty-theft
3311,217.1(A)PC,ASSAULT ON PO,"",assault-on-po
3312,29800(A)1PCC,POSS OF FIREARM,"",poss-of-firearm
3313,166(C)(1)PCQ,VIOL OF PROT ORD,"",viol-of-prot-ord
3314,300(E)WI,CHILD NEGLECT,"",child-neglect
3315,625B(B)PC,TAMPERING,"",tampering
3316,273.5(F)1PCP,FEL WARRANT,"",fel-warrant
3317,21 844(A)US,POSS DANGR DRUGS,"",poss-dangr-drugs
3318,23221VC,MISD WARRANT,"",misd-warrant-4
3319,470A&473APC,FORGERY,"",forgery-5
3320,8626.10(A)P,POSS OF FIREARM,"",poss-of-firearm-1
3321,25850(A)PCC,SEC DEG ROBBERY,"",sec-deg-robbery
3322,12651(B)1PC,POSS STUNGUN/ADD,"",poss-stungunadd
3323,A490.5(A)PC,ATTEMPT THEFT,"",attempt-theft
3324,640B1XX/PX,MISD WARRANT,"",misd-warrant-5
3325,561110BLA,PROBATION VIO,"",probation-vio
3326,12303.1(A)PC,POSS OF DESTR DE,"",poss-of-destr-de
3327,21952VC,MISD WARRANT,"",misd-warrant-6
3328,11364(A)1HS,MISD WARRANT,"",misd-warrant-7
3329,18 912US,FEDERAL WARRNT,"",federal-warrnt
3330,10851VC.6PC,DWOC,"",dwoc
3331,136.5PC,WRNTS,"",wrnts
3332,9.48.020DEM,MISDWRRNTS,"",misdwrrnts
3333,18 2199 US,STOWAWAY VESSEL,"",stowaway-vessel
3334,X47(E)PC,LODGING W/O PERM,"",lodging-wo-perm
3335,21201(D)1PC,POSS OF CONT SUB,"",poss-of-cont-sub
3336,41.24(A)LAM,TRESPASSING,"",trespassing-1
3337,18755(B)PC,POST BLAST GBI,"",post-blast-gbi
3338,21 952US,DUI REFUSAL,"",dui-refusal
3339,18 471US,POSS POSTAL KEY,"",poss-postal-key
3340,243(E)(1)PC`,DOM BAT W/O TR I,"",dom-bat-wo-tr-i
3341,4530(B)PC,FELONY WARRANT,"",felony-warrant-7
3342,23153(G)VC,FEL DUI,"",fel-dui
3343,18 2421US,FEDERAL WRNT,"",federal-wrnt
3344,27500(A)PC,FELONY WARRANT,"",felony-warrant-8
3345,245(A)(1)PC.,ADW-NO FIREARM,"",adw-no-firearm
3346,11360AHS,CRT ORD BKG,"",crt-ord-bkg
3347,22348(C)VC,GTA,"",gta
3348,166.1PC,MISD WARRANT,"",misd-warrant-8
3349,A23152(A)VC,ATT DUI 2PR REFU,"",att-dui-2pr-refu
3350,453(B)PC,POSS OF INCENDIA,"",poss-of-incendia
3351,63.44(I)FG,ILLEGAL LODGING,"",illegal-lodging
3352,300(D)WIC,CHILD ENDNRGMNT,"",child-endnrgmnt
3353,25135(A)PC,C STGRE OF FRARM,"",c-stgre-of-frarm
3354,300(J),CHILD ENDANGER,"",child-endanger
3355,300(J)PC,CHILD ENDANGER,"",child-endanger-1
3356,26500(A)PC,SEL F/ARM NO LIC,"",sel-farm-no-lic
3357,653.7PC,2 MISD WARRANTS,"",2-misd-warrants
3358,451PC,ARSON,"",arson
3359,12022(A)PC,FELONY WARRANT,"",felony-warrant-9
3360,522PC,EXTORTION,"",extortion-2
3361,A4463(A)VC,LICENSE FORGERY,"",license-forgery
3362,SPMC,MIS WARRANT,"",mis-warrant
3363,.4601.1AVC,ADW,"",adw
3364,A288(A)1PC,ATT FRCE ORALCOP,"",att-frce-oralcop
3365,11350(A),G T A,"",g-t-a
3366,166(C)PC,VIOL PROTECT ORD,"",viol-protect-ord
3367,.02.1(A)PC,MISDEM WARRANT,"",misdem-warrant
3368,22980.2BP,TOBACCO NO LICEN,"",tobacco-no-licen
3369,41.22LAMC,POSS OF METH,"",poss-of-meth-1
3370,A10852VC,ATT TAMP W/VEHCL,"",att-tamp-wvehcl
3371,647(B)(2)PC,TRESPASS,"",trespass
3372,BURGLARY,"","",-1
3373,300(B),ENDANGERED CHILD,"",endangered-child
3374,852.7PC,MISD WARRANTS,"",misd-warrants-2
3375,640(D)(4)PC,MISD WRNT,"",misd-wrnt
3376,\1377HS,MISD WARRANT,"",misd-warrant-9
3377,602(O)(2)PC.,TRESPASSING,"",trespassing-2
3378,23152EVC,DUI DRUGS,"",dui-drugs
3379,18 US1708,POS KEY/MAIL THF,"",pos-keymail-thf
3380,273APC,CHILD ENDANGER,"",child-endanger-2
3381,4573.5PCBDP,FELONY WARRANT,"",felony-warrant-10
3382,22100.5VC,DUI BICYCLE,"",dui-bicycle
3383,16028AXVC,MISD WARRANTS,"",misd-warrants-3
3384,34623(G)VC,SUSPMOTORCARRIER,"",suspmotorcarrier
3385,273.55PC,FEL WARRANT,"",fel-warrant-1
3386,14107.2AWI,FELONY WARRANT,"",felony-warrant-11
3387,12700(B)3HS,POSS ILL FIREWOR,"",poss-ill-firewor
3388,23223(B)PC,SUSP LICENSE,"",susp-license
3389,7.80.030LO,ILLEG VEH 4 HIRE,"",illeg-veh-4-hire
3390,15551.1PC,RAPE,"",rape
3391,3.36.100SC,ROBBERY,"",robbery-2
3392,166(A)(5)PC,VIOL COURT ORDER,"",viol-court-order
3393,18 659US,ILLEGAL SHIPMENT,"",illegal-shipment
3394,19706RT,CRT BKG,"",crt-bkg
3395,71.02(A)LA,DUI HIGH BAC,"",dui-high-bac
3396,A11550(A)HS,UNDER INFL C/S,"",under-infl-cs
3397,11162.5BHS,COUNTERFEIT/POSS,"",counterfeitposs
3398,2001(A)FG,WARRNT,"",warrnt
3399,21707VC,WARRANT,"",warrant-1
3400,23573(I)VC,FAILURE TO INSTA,"",failure-to-insta
3401,273AB(A)PC,FELONY WARRANT,"",felony-warrant-12
3402,48900(J)EC,POSS DRUG PARAPH,"",poss-drug-paraph
3403,A597(A)PC,ATT ANIMAL CRUEI,"",att-animal-cruei
3404,38316(A)VC,RECKLESS DRIVING,"",reckless-driving-2
3405,288A(D)3PC,ORAL COP W/FORCE,"",oral-cop-wforce
3406,422(A)PCC,SUSP/REV CAL OP,"",susprev-cal-op
3407,12090 PC,POSS ALTERD GUN,"",poss-alterd-gun
3408,459.5(A)PC,SHOPLIFT,"",shoplift
3409,477PC,COUNTERFEIT COIN,"",counterfeit-coin
3410,6126(A)BP,COURT ORDER BKNG,"",court-order-bkng
3411,490.2(APC,DUI/PRIOR,"",duiprior
3412,113.78HS,FELONY WARRANT,"",felony-warrant-13
3413,498(B)(3)PC,THEFT UTILITIES,"",theft-utilities
3414,113995B1DHS,MISD WARRANT,"",misd-warrant-10
3415,4211BP,POSS CNTRLD SUBS,"",poss-cntrld-subs
3416,35551.5AVC,MISD WRT,"",misd-wrt
3417,621PC,RAPE,"",rape-1
3418,538FPC,IMPRSN PUBL WORK,"",imprsn-publ-work
3419,6404.5(B)LC,MISD WARRANT,"",misd-warrant-11
3420,6425(A)LC,COURT ORDER BOOK,"",court-order-book
3421,22443BP,COURT ORDER BKG,"",court-order-bkg
3422,7027BP,WARRANT,"",warrant-2
3423,286(C)(3)PC,WARRANT,"",warrant-3
3424,8101(D)HS,DISTURB FUNERAL,"",disturb-funeral
3425,18715(A)2PC,DESTRCTVE DEVICE,"",destrctve-device
3426,490.02(A)PC,MISD WARRANT,"",misd-warrant-12
3427,21657VC,FAILURE TO RGSTR,"",failure-to-rgstr
3428,11359(C)2HS,MJ4SALE VLNT CNV,"",mj4sale-vlnt-cnv
3429,X48.9(A)PC,PAROLE AT LARGE,"",parole-at-large
3430,X3103(A)VC,TRANSP CNTRL SUB,"",transp-cntrl-sub
3431,311.11(C)1PC,PORN OVR 600 IMG,"",porn-ovr-600-img
3432,2001(B)FG,MISD WARRANTS,"",misd-warrants-4
3433,242-243APC,ROBBERY,"",robbery-3
3434,18 1962(D)US,CONSPIRE TO DEFR,"",conspire-to-defr
3435,X551.1PC,RAPE,"",rape-2
3436,32310(A)PC,SALE LRG CAP MAG,"",sale-lrg-cap-mag
3437,43.13.2LAMC,POSS NARCO PARA,"",poss-narco-para
3438,14604VC,GRAND THEFT PERS,"",grand-theft-pers
3439,A118PC,WARRANT,"",warrant-4
3440,A118(A)PC,WARRANT,"",warrant-5
3441,112.01(B)LA,DUI,"",dui-2
3442,\73.5(A)PC,POSS OF METH,"",poss-of-meth-2
3443,594(B)(2)(B),VNDLSM LESS 400,"",vndlsm-less-400
3444,262(A)(3)PC,SPOUSE RAPE UNCO,"",spouse-rape-unco
3445,A602(N)1PC,TRES REFU TO LEA,"",tres-refu-to-lea
3446,311.11C2PC,FELONY WARRANT,"",felony-warrant-14
3447,11362.3A1HS,ADW,"",adw-1
3448,300(B)(1),CHILD NEGLECT,"",child-neglect-1
3449,22980.2ABP,W/O LICENSE,"",wo-license
3450,22435PC,ISD WARRANT,"",isd-warrant
3451,03103VC,TRESPASS,"",trespass-1
3452,3455(B)(C)P,TRESPASSING,"",trespassing-3
3453,18613EL,VOTER FRAUD,"",voter-fraud
3454,18 1326AB2,ILLEGAL ENTRY,"",illegal-entry-1
3455,8 1326AB2,ILLEGAL ENTRY,"",illegal-entry-2
3456,A460.1PC,ATTEMPT BURGLARY,"",attempt-burglary-1
3457,23153(F)VCC,MISD WARRANT,"",misd-warrant-13
3458,10.20.190PL,DUI,"",dui-3
3459,X3247(E)VC,CNCLD F/A IN VEH,"",cncld-fa-in-veh
3460,653.22APC,MISD WARRANT,"",misd-warrant-14
3461,9.08.020PI,MISD WARRANT,"",misd-warrant-15
3462,1810EL,FEL WARRANT,"",fel-warrant-2
3463,841A1US,DRUG TRAFFICING,"",drug-trafficing
3464,\84(A)PC,FEL WARRANT,"",fel-warrant-3
3465,647(A)PCC,FELONY WARRANT,"",felony-warrant-15
3466,`1377HS,MISD WARRANT,"",misd-warrant-16
3467,11377A)HS,MISD WARRANT,"",misd-warrant-17
3468,484(E)(D)PC,POSSES ACS CARD,"",posses-acs-card
3469,A288(C)2PC,FORCED ORAL COP,"",forced-oral-cop
3470,18611ELC,COURT ORDER,"",court-order-1
3471,25400(A)1PCF,POSS OF FIREARM,"",poss-of-firearm-2
3472,4.55.160/SC,TRESPASSING,"",trespassing-4
3473,25189.6BHS,COURT ORDER BKNG,"",court-order-bkng-1
3474,18 1956US,FED ARREST WARR,"",fed-arrest-warr
3475,.3152(A)VC,MAINTAIN NARC,"",maintain-narc
3476,640B2XXPC,SHOPLIFTING,"",shoplifting
3477,841(A)1US,FEDERAL WARRANT,"",federal-warrant
3478,11377AHS,POSS CNTRLD SUBS,"",poss-cntrld-subs-1
3479,23103A.05VC,RECKLESS DRIVING,"",reckless-driving-3
3480,18 1343US,WIRE FRAUD,"",wire-fraud
3481,111440HS,COURT ORDER,"",court-order-2
3482,ZX3.25PC,VIOL OF PROT ORD,"",viol-of-prot-ord-1
3483,2800.2(A)VCX,FELONY EVADING,"",felony-evading
3484,417.6(A)PC,EXHIBITING FIREA,"",exhibiting-firea
3485,+3153(A)VC,IPV/W INJR/PRIOR,"",ipvw-injrprior
3486,21310(A)PC,VANDALISM,"",vandalism-1
3487,8.44.180GD,DRIVING W/O CONS,"",driving-wo-cons
3488,\Q3.7PC,MISD WARRANT,"",misd-warrant-18
3489,X1351HS,POSS OF HEROIN,"",poss-of-heroin
3490,71.02(A),MISD WARRANT,"",misd-warrant-19
3491,9.12.010EM,BATTERY,"",battery
3492,6203DW,MISD WARRANT,"",misd-warrant-20
3493,X1310PC,FEL WAR,"",fel-war
3494,X455(C)PC,FLASH HOLD,"",flash-hold
3495,\3152(F)VC,REFUSE LEAVE PRO,"",refuse-leave-pro
3496,4.08.095,TRESSPASS,"",tresspass
3497,502.6(A)PC,POSS SCAN DEVICE,"",poss-scan-device
3498,502.6(B)PC,POSS SCAN DEVICE,"",poss-scan-device-1
3499,X4601.1B2VC,MISD WARRANT,"",misd-warrant-21
3500,530.5(C)(2),POSS OF CONT SUB,"",poss-of-cont-sub-1
3501,300(B)1WI,CHILD ENDNGRMNT,"",child-endngrmnt
3502,337A(A)1PC,ILLEGAL GAMBLING,"",illegal-gambling
3503,451.5(A)PC,AGGRAVATED ARSON,"",aggravated-arson
3504,647B(1)PC,MISD WARR,"",misd-warr-1
3505,4502(B)PC,DWOC W/PRIORS,"",dwoc-wpriors
3506,653S(A)PC,COURT ORDER BKNG,"",court-order-bkng-2
3507,LAMC45.19.6,SOLICIT/PROSTITU,"",solicitprostitu
3508,242-243.3PC,MISD WARRANT,"",misd-warrant-22
3509,287(C)2APC,FORCED ORAL COPU,"",forced-oral-copu
3510,4.55.120BSC,MISD WARRANT,"",misd-warrant-23
3511,4.08.094ASC,MISD WARRANT,"",misd-warrant-24
3512,664 187(A)PC,MURDER,"",murder
3513,14601.1(B)P,BRING CONTR JAIL,"",bring-contr-jail
3514,300(B)(1)WIC,CHILD ENDANGER,"",child-endanger-3
3515,LA41.27(C),INDICENT EXPOSUR,"",indicent-exposur
3516,245(A)(1)PCA,ADW NO GUN,"",adw-no-gun
3517,287(C)(1)PC,ORL COPUL MIN 14,"",orl-copul-min-14
3518,29180(C)PC,COURT BOOKING,"",court-booking
3519,18-3606US,PROB VIOLATION,"",prob-violation
3520,18 1951US,TITLE18 VIOL,"",title18-viol
3521,287(F)(1)PC,VICT UNCON,"",vict-uncon
3522,23112VC,MISD WARRANTS,"",misd-warrants-5
3523,287(B)(1)PC,ORALCOPULATION,"",oralcopulation
3524,499PC,MISD WRNT,"",misd-wrnt-1
3525,XX55(C)PC,BATTERY NO INJUR,"",battery-no-injur
3526,243(E)(1)PCE,IPB,"",ipb
3527,3455PC,FELONY WARRANT,"",felony-warrant-16
3528,594(A)(1)PCQ,FELONY VANDALISM,"",felony-vandalism
3529,4.55.120(B),ROBBERY,"",robbery-4
3530,290.01A1PC,MISD WARRANT,"",misd-warrant-25
3531,21 331(A) US,FOOD/DRG/ETC.ACT,"",fooddrgetcact
3532,21 331(A)US,FOOD/DRG/ETC.ACT,"",fooddrgetcact-1
3533,18 1111US,TITLE 18 VIOL,"",title-18-viol
3534,640.5(A)PC,POSS CNTRLD SUBS,"",poss-cntrld-subs-2
3535,287(B)(2)PC,RAMEY WRNT,"",ramey-wrnt
3536,12556(B)PC,REPLICA FIREARM,"",replica-firearm
3537,2970PC,WARRANT,"",warrant-6
3538,56.11(10)BL,FEL WARRANT,"",fel-warrant-4
3539,288.4(A)2PC,ARRG MTG W MINOR,"",arrg-mtg-w-minor
3540,XX4(A)PC,SHOPLIFTING,"",shoplifting-1
3541,18 3583E3US,TITLE 18 VIOL,"",title-18-viol-1
3542,287(C)2CPC,RAMEY WARRANT,"",ramey-warrant
3543,26101VC,MISD WARRANT,"",misd-warrant-26
3544,242E1PC,FELONY WARRANT,"",felony-warrant-17
3545,9.20.140(A),POSS OF OPIUM DR,"",poss-of-opium-dr
3546,286(J)PC,SODOMY,"",sodomy-1
3547,300JWIC,CHILD ENDGMNT,"",child-endgmnt
3548,311.11(A)CPC,RAMEY WARRANT,"",ramey-warrant-1
3549,A266I(A)2PC,ATT PANDERING,"",att-pandering
3550,23111PC,POSS OF METH,"",poss-of-meth-3
3551,A208(B)PC,ATTMPT KIDNAPPIN,"",attmpt-kidnappin
3552,166(A)(3)PC,MISD WARRANT,"",misd-warrant-27
3553,368(B)(1)PCD,ELDER ABUSE,"",elder-abuse-1
3554,287(D)1APC,FORCED ORAL COPU,"",forced-oral-copu-1
3555,.1377(A)HS,RESID BURGLARY,"",resid-burglary
3556,602(0)(1)PC,REFU/PROP,"",refuprop
3557,22(A)PC,BRG CONTR SUB JL,"",brg-contr-sub-jl
3558,528.5(A)PC,WARRANT,"",warrant-7
3559,30140RT,UNTAXD CIGARETTE,"",untaxd-cigarette
3560,337A(A)2PC,FELONY WARRANT,"",felony-warrant-18
3561,30305(A)1PC.,EX CON W/GUN,"",ex-con-wgun
3562,11364A)HS,MISD WRRNT,"",misd-wrrnt
3563,18 3146A1US,TITLE 18 VIO,"",title-18-vio
3564,523(A)PC,EXTORTION,"",extortion-3
3565,WIC,CHILD ENDANGERME,"",child-endangerme
3566,243(E)(1)PC\,IP BATTERY,"",ip-battery-1
3567,337A.3PC,FEL WARRANT,"",fel-warrant-5
3568,640(B)(3)PC,MISD WARRANT,"",misd-warrant-28
3569,11362.3A6HS,BURGLARY,"",burglary-1
3570,X5662(A)BP,BFMV,"",bfmv
3571,219.1PC,TRWNG OBJECT VEH,"",trwng-object-veh
3572,560PC,EMBEZZLEMENT,"",embezzlement-1
3573,287(F)PC,ORAL COPULATION,"",oral-copulation-1
