ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
789,10/26/21,Chicago,IL,Jose de Diego Community Academy,41.90617168,-87.68311008,Elementary School,Attack on others,No one shot,0,0,A safe passage worker for the school called police after they witnessed two men fighting and heard gunshots fired outside of the school's main entrance after dismissal. The men fled the scene before the police arrived. No one was shot. ,Book Club Chicago,https://blockclubchicago.org/2021/10/26/shots-fired-during-fight-outside-west-town-school/,,,,,2021-11-01T18:53:02.000Z,2022-01-26T19:47:34.000Z
790,10/27/21,St. Matthews,SC,Calhoun County High School,33.66570607,-80.79636355,High School,Attack on others,No one shot,0,0,"A fight erupted in the parking lot after a football game concluded. The fight was broken up, but a 17-year-old boy fired multiple shots at the people who he had been fighting with. No one was shot. The 17-year-old was arrested and charged with attempted murder, possession of a weapon during a violent crime, unlawful carry, and possession of a weapon on school property.",News19,https://www.wltx.com/article/news/crime/calhoun-county-gunfire-teen-arrested/101-f7c8bca9-d90a-4583-a83e-0ceb27a6bd67,,,,,2021-11-01T18:53:02.000Z,2022-01-26T19:47:51.000Z
791,10/21/21,Savannah,GA,Bethesda Academy,31.959591,-81.09232874,K-12,Unknown,No one shot,0,0,"A 33-year-old man fired several shots into occupied vehicles in the parking lot of Bethesda Academy. No one was injured. Police charged the suspect with six counts of aggravated assault, third-degree cruelty to children, criminal damage to property, criminal trespass, and carrying weapons within School Safety Zones.",Fox 28 Media,https://fox28media.com/news/local/ccpd-man-arrested-after-he-fired-shots-at-occupied-vehicles-at-bethesda-academy,,,,,2021-11-01T18:53:02.000Z,2022-01-26T19:47:14.000Z
792,11/1/21,Madison,MS,Rosa Scott School,32.46212146,-90.12209404,High School,Unintentional discharge,No one shot,0,0,A woman reached into her purse at a school basketball game to find her phone and unintentionally fired her gun. No one was hurt. The woman had an enhanced concealed carry permit which allowed her to have the firearm at the event. The game was suspended and she was charged with discharging a firearm within the city limits of Madison. She was released on a $500 bond and will appear in court.,WLBT 3,https://www.wlbt.com/2021/11/02/woman-reaches-into-purse-accidentally-fires-gun-madison-basketball-game/,,,,,2021-11-12T17:58:09.000Z,2022-01-26T19:47:58.000Z
793,11/7/21,Monroe,LA,University of Louisiana at Monroe,32.52687503,-92.0730289,College or University,Unintentional discharge,Injury,0,1,A woman was shot in her lower right leg when a gun was unintentionally discharged in a dorm room. The gun owner was booked on a charge of possession of a firearm on school property and the shooter was booked on a charge of negligent injury and possession of a firearm on school property.,KSLA NEWS12,https://www.ksla.com/2021/11/08/2-arrested-after-woman-is-struck-by-bullet-inside-college-dorm/,,,,,2021-11-12T17:58:10.000Z,2022-01-26T19:47:58.000Z
795,11/9/21,La Cruces,NM,Mesilla Valley Leadership Academy,32.27643251,-106.7916384,K-12,Self-harm - no intent to hurt others,Death,1,0,"A man, who was a suspect involved in a carjacking, hijacked a police car, which he drove through a fence and onto the grounds of Mesilla Valley Leadership Academy. After the car crashed onto school grounds, the man died by a self inflected gunshot wound. The school was put on lock down as a precaution; no one else was injured.",CBS 4 Local,https://cbs4local.com/news/local/carjacking-suspect-prompts-swat-situation-on-las-cruces-roadway,,,,,2021-11-12T17:58:12.000Z,2022-01-26T19:48:11.000Z
796,11/11/21,Kannapolis,NC,G.W. Carver Elementary School,35.49388799,-80.61422109,Elementary School,Attack on others,Death,1,0,A 17-year-old boy was fatally shot outside of G.W. Carver Elementary School. The school was not in session because of Veteran's Day. Police have not identified a suspect.,WCNC Charlotte,https://www.wcnc.com/article/news/local/kannapolis-police-investigating-shooting-gw-carver-elementary/275-a2e166c9-371d-4526-ab5f-5ad14de7b7c2,WBTV,https://www.wbtv.com/2021/11/11/person-shot-multiple-times-front-elementary-school-kannapolis-police-say/,,,2021-11-12T18:07:36.000Z,2022-01-26T19:48:17.000Z
797,11/15/21,Poughkeepsie,NY,Poughkeepsie High School,41.69567033,-73.91211736,High School,Attack on others,No one shot,0,0,"Multiple shots were fired outside of Poughkeepsie High School during dismissal time. No one was injured, but multiple vehicles in the faculty parking lot were struck. Police took a 15-year-old and a 13-year-old boy into custody in connection with the shooting. The 13-year-old boy was found with a semi-automatic handgun and charged with criminal possession of a weapon. ",Mid Hudson News,https://midhudsonnews.com/2021/11/15/shooting-at-high-school-subjects-in-custody/,Poughkeepsie Journal,https://www.poughkeepsiejournal.com/story/news/education/2021/11/16/shooting-outside-poughkeepsie-high-school-report/8635464002/,,,2021-12-01T22:39:07.000Z,2022-01-26T19:48:18.000Z
798,11/21/21,Davenport,IA,St. Ambrose University,41.5392389,-90.57914304,College or University,Unknown,No one shot,0,0,Police received reports that multiple shots were fired on campus. A dozen shell casings were recovered near the North Hall on campus. No one was injured.,Our Quad Cities,https://www.ourquadcities.com/news/local-news/police-respond-to-shots-fired-at-st-ambrose-university/,TV6 KQWC,https://www.kwqc.com/2021/11/22/police-responding-call-shots-fired-near-st-ambrose-university/,,,2021-12-01T22:40:31.000Z,2022-01-26T19:48:34.000Z
799,11/19/21,Aurora,CO,Hinkley High School,39.73496995,-104.8068762,High School,Attack on others,Injury,0,3,"Two 17-year-old and a 16-year-old students were shot in the school parking lot during lunch time. Two students attended Hickley High School, one attended a nearby school. The victims were transported to the hospital for care. Three 16-year-old boys were arrested and charged with attempted first degree murder.",CNN,https://www.cnn.com/2021/11/20/us/colorado-high-school-shooting-attempted-murder-charge/index.html,Pasadena Star News,https://www.pasadenastarnews.com/2021/11/19/police-three-students-shot-wounded-at-denver-area-school/,,,2021-12-01T22:40:44.000Z,2022-01-26T19:48:25.000Z
800,11/28/21,Washington,DC,Gallaudet University,38.90835521,-76.9923875,College or University,Attack on others,Injury,0,1,A man was shot outside of the front gate of Gallaudet University around 8:00 p.m. Police do not believe that the shooter was associated with the school. The victim was transported to the hospital for treatment of non life threatening injuries. ,WTOP News,https://wtop.com/dc/2021/11/shooting-near-gallaudet-university-hospitalizes-one/,,,,,2021-12-01T22:40:44.000Z,2022-01-26T19:48:50.000Z
801,11/26/21,Campbell,CA,Westmont High School,37.27145567,-121.9829252,High School,Attack on others,Injury,0,2,Two men were injured in a shooting in the parking lot during a Friday night championship football game between St. Francis and Serra high schools. Both men were transported to the hospital for non life threatening injuries. The game resumed after 30 minutes.,NBC Bay Area,https://www.nbcbayarea.com/news/local/south-bay/1-injured-in-shooting-outside-high-school-football-game-police/2741972/,CBS SF Bay Area,https://sanfrancisco.cbslocal.com/2021/11/27/shooting-campbell-westmont-high-game/,,,2021-12-01T22:40:44.000Z,2022-01-26T19:48:43.000Z
802,11/24/21,Pageland,SC,Central High School,34.75498147,-80.35450081,High School,Attack on others,No one shot,0,0,Several goats and chickens escaped from the Future Farmers of America organization's animal pen on campus and were shot. Police estimate that the animals were shot after students were dismissed early for Thanksgiving break.,WSOCTV2,https://www.wsoctv.com/news/local/escaped-animals-were-shot-pageland-high-school-police-say/QF2MZBUVXNFC3F6PS55BTAAHDU/,,,,,2021-12-01T22:40:44.000Z,2022-01-26T19:48:43.000Z
803,11/29/21,Laveen Village,AZ,Cesar Chavez High School,33.37661374,-112.1427738,High School,Attack on others,Injury,0,1,"A 16-year-old male student brought a ghost gun to school to sell a 15-year-old male classmate. The 15-year-old paid with fake money. Upon realizing it, the 16-year-old student confronted him in the restroom and was shot in the leg. The 15-year-old suspect faces charges including endangerment, aggravated assault, and weapons violations relating to bringing a weapon on campus. ",AZ Central,https://www.azcentral.com/story/news/local/phoenix/2021/11/30/cesar-chavez-high-school-increases-safety-measures-after-student-shot/8809221002/,,,,,2021-12-07T20:09:56.000Z,2022-01-26T19:48:50.000Z
804,11/29/21,Whitehall,OH,Whitehall-Yearling High School,39.96109676,-82.88538715,High School,Unintentional discharge,Injury,0,1,"An 18-year-old unintentionally shot himself in the ankle in the school stadium parking lot. The 18-year-old initially told police that the shooting took place during a robbery, but during the investigation, police determined that the 18-year-old was ""engaged in horseplay"" with a 13-year-old and a 16-year-old when he shot himself.",10 WBNS CBS,https://www.10tv.com/article/news/local/18-year-old-accidentally-shoots-self-playing-with-gun-outside-whitehall-high-school/530-5948f34e-ad8a-4941-979f-6e34ddc9a573,,,,,2021-12-07T20:09:59.000Z,2022-01-28T14:18:37.000Z
805,11/23/21,Harvey,IL,Thornton Township High School,41.61684154,-87.64168628,High School,Attack on others,No one shot,0,0,Two students who did not attend school were walking outside of the school on school grounds when a man in a car pulled over to where the students were standing. There was an exchange of gunfire between the person in the car and one of the students. No one was injured. ,Chicago Tribune,https://outline.com/UncC5c,,,,,2021-12-07T20:09:59.000Z,2022-01-26T19:48:34.000Z
806,11/30/21,Oxford,MI,Oxford High School,42.838235,-83.2614983,High School,Attack on others,Death,4,7,"A 15-year-old male student fired at least 30 rounds in the high school, killing 4 students and injuring 7 others. The gun used was purchased by the shooter's father four days earlier. Police found two videos from the shooter's phone where he spoke about shooting and killing students the next day. The shooter has been charged with one count of terrorism causing death, four counts of first-degree murder, seven counts of assault with intent to murder, and 12 counts of possession of a firearm during the commission of a felony. His parents have each been charged with four counts of involuntary manslaughter.",CNN,https://www.cnn.com/2021/12/01/us/michigan-oxford-high-school-shooting-wednesday/index.html,CNN,https://www.cnn.com/2021/12/03/us/michigan-oxford-high-school-shooting-superintendent-message/index.html,New York Times,https://www.nytimes.com/article/oxford-school-shooting-michigan.html,2021-12-07T20:09:59.000Z,2022-01-31T23:11:59.000Z
807,12/1/21,Pasadena,TX,Sam Rayburn High School,29.677843,-95.17846836,High School,Other,No one shot,0,0,"A student was robbed at gunpoint on campus property near the archery building and track. A 21-year-old man approached the student and demanded his phone and its password. When the student did not hand it over, the shooter fired one shot into the air. The student was able to flee and was not injured. The shooter was taken into custody and faces aggravated robbery charges.",KHOU 11,https://www.khou.com/article/news/crime/armed-robbery-sam-rayburn-high-school/285-06becca9-eb0b-46ce-85e6-b710d108e7dc,,,,,2021-12-07T20:09:59.000Z,2022-01-26T19:49:09.000Z
808,12/3/21,Melbourne,FL,Florida Institute of Technology,28.0646282,-80.6230583,College or University,Legal Intervention,Death,1,0,"The police were called to Roberts Hall, a residence hall for first-year students, when an 18-year-old male student was reported to be armed with a knife and attacking students. When the officers approached the man, he allegedly “lunged at the police officer with the weapon"" and the police officer fatally shot him. The officer was also injured in the confrontation.",NBC News,https://www.nbcnews.com/news/us-news/teen-fatally-shot-florida-college-campus-armed-confrontation-officers-rcna7703,,,,,2022-01-06T17:19:52.000Z,2022-02-06T00:53:11.000Z
809,12/6/21,Wilmington,CA,Wilmington Park Elementary School,33.78682155,-118.2435331,Elementary School,Attack on others,Injury,0,1,"A 9-year-old girl was struck by a stray bullet while on the school playground in the evening. Close to school grounds, two armed suspects approached a car where a woman and a 12-year-old boy were parked. The suspects shot the individuals in the car and one of the bullet struck the girl on the playground. She was transported to the hospital in critical condition but is expected to recover.",Daily News,https://www.dailynews.com/2021/12/06/two-wilmington-shootings-injure-2-children-and-a-woman/,CBS Los Angeles,https://losangeles.cbslocal.com/2021/12/07/mother-of-12-year-old-shot-and-killed-outside-wilmington-park-elementary-speaks-out/,Mercury News,https://www.mercurynews.com/2021/12/08/police-searching-for-suspects-in-wilmington-shooting-that-left-boy-dead-2-injured/,2022-01-06T17:19:55.000Z,2022-01-26T19:49:27.000Z
