License No ,Name,Address,City,State,Zip,Expires,WC Carrier,WC Exp Date,Bond Issuer,Bond Eff Date
TA000300085,KIANA PARKER  dba VEYN TALENT,10999 Riverside Dr,North Hollywood,CA,91602,6/9/20,,,WESTERN,6/4/19
TA000300156,Meriden Weems  dba The Wanderlust Experience,"106 1/2 Judge John Aiso Street, #262",Los Angeles,CA,90012,11/2/20,,,Surety Bonds,5/9/19
TA000300516,DAVID EISENBERG  dba PROTEGE ENTERTAINMENT,710 E. ANGELENO AVENUE,BURBANK,CA,91501,10/16/20,,,Western Surety Company,7/17/19
TA000300555,"Jeff Ross Entertainment, Inc.","14560 Benefit Street, #206",Sherman Oaks,CA,91403,1/2/20,,,Western,6/5/19
TA000300666,Billboard Artists Agency Inc.,"4370 Tujunga Avenue, Suite 130",Studio City,CA,91604,4/20/20,State Fund,1/1/20,The Hartford Fire,7/9/19
TA000300910,NICHOLAS A MORILLO  dba CONTRA AGENCY,236 N. CHESTER AVE,PASADENA,CA,91106,8/4/20,,,American conf,6/6/19
TA000301333,Charles Lilly III,"11950 Idaho Ave, #320",Los Angeles,CA,90025,11/22/20,,,The Hanover Insurance Company,4/16/19
TA000301377,"Encompass Talent, LLC",925 N. La Brea Ave. 4th Floor,Los Angeles,CA,90038,6/4/20,,,WesternSurety,6/9/19
TA000302053,Judith Fontaine Ellis  dba FONTAINE-HERO MODEL AND,"12121 Wilshire Boulevard, Suite 203",Los Angeles,CA,90025,6/26/20,,,Philadelphia Indemnity Insurance Company,7/1/19
TA000302282,Wild Wolves Talent Agency LLC,"6320 Canoga Avenue, 15th Floor",Woodland Hills,CA,91367,7/7/20,,,Western Surety Company,8/26/19
TA000302332,"KAZARIAN/MEASURES/RUSKIN & ASSOCIATES, INC.","5200 Lankershim Boulevard, Suite 820",North Hollywood,CA,91601,10/26/20,NY Marine,11/15/19,The Hartford,6/25/19
TA000302347,Above and Below The Surface LLC,1212H El Camino Real #231,San Bruno,CA,94066,4/23/20,,,Western,6/27/19
TA000302362,JEFFREY L DONOVAN,2154 Hercules Drive,Los Angeles,CA,90046,12/20/19,,,Western Surety Company,6/1/19
TA000302490,"MADAMOISELLE, INC.  dba MADAMOISELLE TALENT AGENCY","24328 Vermont Avenue, #309",Harbor City,CA,90710,1/11/20,,,The Hartford Fire Insurance,8/17/06
TA000302595,"JOHNSON TALENT AGENCY, LLC","111 DEERWOOD DRIVE, SUITE 200",SAN RAMON,CA,94583,12/23/19,AmTrust,3/4/20,ACIC,12/13/16
TA000303147,Afritalent Agency LLC,1639 11th street suite 181,Santa Monica,CA,90404,7/9/20,,,Western Suret,7/11/19
TA000303195,Talent Test Actor  dba My DBA,1515 clay st.,oakland,CA,94612,5/24/20,state fund,5/25/20,the hartford fire,7/16/19
TA000303206,Talent Test Actor for External  dba My DBA,1515 Clay St.,Oakland,CA,94612,5/24/20,state fund,5/25/19,the hartford,7/16/19
TA000303672,Culture Creative Entertainment,"15060 Ventura Blvd., Ste. 380",Sherman Oaks,CA,91403,6/4/20,Acord,7/19/20,Hartford Fire,7/11/19
TA000303734,KIM CUNNINGHAM  dba MALIBU ARTISTS AGENCY,"23733 Malibu Road, Suite 500",Malibu,CA,90265,7/6/20,,,State Farm,6/16/19
TA000303819,"A4 AMELI ARTISTS AND ATHLETES AGENCY, INC.","9171 Wilshire Boulevard, Suite 380",Beverly Hills,CA,90210,12/9/19,,,the hartford fire,1/15/17
TA000304053,"Intimacy Professionals Association, LLC",1200 Manzanita Lane,Manhattan Beach,CA,90266,6/18/20,,,Western Surety Company,7/30/19
TA000304133,"ABSTRACT TALENT, INC.",7119 Gerald Avenue,Van Nuys,CA,91406,7/28/20,,,Western Surety Company,7/29/19
TA000304139,"NANCY CHAIDEZ AGENCY & ASSOCIATES, INC.",1800 N. Vine Street,Los Angeles,CA,90028,3/5/20,,,THE HARTFORD FIRE INSURANCE,6/27/19
TA000304244,Erin C Chanadet  dba Z Talent,1448 Tiger Tail Dr,Riverside,CA,92506,1/19/20,,,Surety1,9/15/19
TA000304303,"Allive Entertainment, LLC",6121 Sunset Blvd.,Los Angeles,CA,90028,8/9/20,Acord,7/18/20,Western Suret,9/15/17
TA000304451,"Focused Artists Branding, Inc.",3812 Via Dolce,Marina Del Rey,CA,90292,4/8/20,National Fire,6/4/20,MerchantsBond,8/2/19
TA000304620,Alexandr Zakiyants  dba Kosta,334 S. Main St. #8010,Los Angeles,CA,90013,6/15/20,,,Great America,7/9/19
TA000304824,AZYT MANAGEMENT LLC,"3600 Wilshire Blvd., Ste. 1510",Los Angeles,CA,90010,6/10/20,Employers Pre,8/31/20,Western Suret,8/8/19
TA000304949,"Dean Panaro Talent, Inc.","5200 Lankershim Blvd., Suite 840",North Hollywood,CA,91601,7/18/20,State Compens,9/11/20,Surety1,8/9/19
TA000305223,The Korn Group LLC,17419 Burma Street,Encino,CA,91316,8/4/20,,,Surety1,8/18/19
TA000305464,JOHN E. HUTCHESON  dba BOOM! MODELS AND TALENT,"2339 3rd Street, Suite, #47",San Francisco,CA,94107,10/11/20,,,The Hartford Fire Insurance,8/29/19
TA000305543,Artists Among Us Talent Agency LLC,1901 Ave of the Stars Suite 235,Los Angeles,CA,90067,7/19/20,,,Western Surety Company,8/15/19
TA000305862,Esportz Entertainment Corp.,"18004 Sky Park Circle, Suite 120",Irvine,CA,92614,2/7/20,Lancer Indemnity Company,8/26/20,Travelers,9/3/19
TA000305959,"ALLEGRO TALENT GROUP, LLC",3445 Ridgeford Drive,Westlake Village,CA,91361,9/9/20,,,WESTERN SURETY,2/1/18
TA000306004,"Independent Artist Management, LLC  dba Independen",1800 North Vine Street,Hollywood,CA,90028,6/3/20,,,Surety1,10/10/19
TA000306056,Feral Forever Inc.  dba Sloane Models,981 Quarterhorse Lane,Oak Park,CA,91377,7/11/20,,,Old Republic Surety Company,3/7/19
TA000306151,Arnay LLC  dba Arnay Talent Agency,6600 Lexington Ave #108,Hollywood,CA,90038,7/24/20,,,The Hartford,7/31/19
TA000306304,"KP PRODUCTIONS, INC.  dba KELLY PRODUCTIONS","824 Munras Avenue, Suite D",Monterey,CA,93940,1/18/20,State Fund,4/25/20,The Hartford Fire,3/24/06
TA000306366,"MEZA MARKETING AND MANAGEMENT, INC.",18283 Arial Way,Santa Clarita,CA,91351,7/7/20,Travelers Ins,8/29/20,Western Suret,8/12/19
TA000306806,Tin Drum Music,883 Emerson St.,Thousand Oaks,CA,91362,9/8/20,,,SURETY1,9/23/19
TA000306881,"SOVEREIGN TALENT GROUP, INC.","1642 WESTWOOD BLVD., SUITE 202",LOS ANGELES,CA,90024,6/14/20,Truman Van Dyke Company,6/15/20,American Contractors Indemnity Company,8/16/19
TA000306975,The Movement Talent Agency,"4605 Lankershim Boulevard, #340",North Hollywood,CA,91602,4/4/20,,,Piladelphia Indemnity Insurance Company,8/20/19
TA000307408,JEFFREY LEE DUPREE  dba DUPREE TALENT AGENCY,1620 N SAN FERNANDO BLVD APT #36,BURBANK,CA,91504,3/6/20,,,Western Surety Company,9/17/19
TA000307480,"Viva La Rock, Inc.  dba PAID DATE$",1283 Weymouth Lane,Ventura,CA,93001,2/1/20,The American Insurance Company,6/7/20,United Surety Insurance Company,9/16/19
TA000307582,The Elite Talent Agency LLC,6431 Independence Ave,Woodland HIlls,CA,91367,1/23/20,,,The Hanover Insurance Company,9/26/19
TA000307624,Thundrr,522 E Broadway Unit B,San Gabriel,CA,91776,9/10/20,,,SuretyBonds,10/2/19
TA000307636,"DFA California, LLC  dba The Dragonfly Agency","1855 Industrial St., #111A",Los Angeles,CA,90021,4/19/20,State Compensation Insurance Fund,9/7/20,Western Surety Company,5/15/19
TA000307698,"Stisa Talent Agency, LLC","222 East Blackstock Road, Suite H",Spartansburg,SC,29301,6/21/20,,,Western Surety Company,9/26/19
TA000307793,"THE DRIVEN AGENCY, INC.",11271 Ventura Blvd. #317,Studio City,CA,91604,10/1/20,Travelers,11/15/20,P.I.I.C.,11/1/19
TA000307816,Test Legal entity,1515 clay st,Oakland,CA,94512,10/15/20,,,Surety Compan,10/16/19
TA000307840,TFC Talent Agency,1515 Clay Street,Oakland,CA,94612,11/30/19,SCIF,10/1/20,Western,10/1/19
TA000307845,Unknown Agency LLC,12237 Carmel Vista Road Unit 256,San Diego,CA,92130,4/2/20,,,WesternSurety,11/1/19
TA000307850,KOR BERNSTEIN LLC,"120 S. Victory Blvd., Suite 202",Burbank,CA,91502,6/14/20,,,Nationwide Mutual Insurance Company,9/26/19
TA000307866,Sabrina Cruz,23 Solano Avenue,Vallejoe,CA,94590,6/3/20,,,,
TA000307884,Adler Music Group Inc.,8455 Beverly Blvd. Penthouse,Los Angeles,CA,90048,3/8/20,New York Marine And General Insurance Company,10/7/20,Philadelphia Indemnity Insurance Company,10/1/19
TA000307938,LIKE MINDED MANAGEMENT LLC,17419 Burma Street,Encino,CA,91316,8/4/20,,,Philadelphia Indemnity Insurance Company,10/10/19
TA000307959,OMAR HERNANDEZ  dba HERNANDEZ TALENT AGENCY,"1820 4TH Avenue, Apt. 18",San Diego,CA,92101,5/14/20,,,American Contractors Indemnity Insurance Company,7/16/19
TA000307971,Stephen Belafonte,"7095 Hollywood Boulevard, #576",Los Angeles,CA,90028,5/17/20,,,United Surety Insurance Company,11/20/18
TA000307981,Dalena T Hoang  dba MODEL AND TALENT MANAGEMENT,"2200 Eastridge Loop, #1004-B",San Jose,CA,95122,8/26/20,,,Surety 1,12/17/18
TA000308001,"Quartz Talent Agency, LLC",665 Clela Avenue,East Los Angeles,CA,90022,6/30/20,,,Western Surety Company,11/13/19
TA000308078,PHOTOGENICS TALENT LLC,3103A S. La Cienega Boulevard,Los Angeles,CA,90016,7/1/20,American Zurich Insurance Company,2/1/20,The Hartford Fire Insurance,9/15/13
TA000308126,Stephen Leung  dba So Cal Talent,"16882 Bolsa Chica Street, Suite 108",Huntington Beach,CA,92649,8/13/20,,,AEGIS Security Insurance Company,3/10/19
TA000308141,"Dramatic Artists Agency, LA LLC","103 W. Alameda Avenue, Suite 139",Burbank,CA,91502,6/20/20,CNA,6/1/20,American Contractors Indemnity Company,7/13/11
TA000308153,ESPRIT TALENT AGENCY,"11620 Wilshire Boulevard, 9th Floor",Los Angeles,CA,90025,8/20/20,,,AEGIS Security Insurance Company,8/20/19
TA000308160,"Green Light Talent Agency, Inc.",2811 Wilshire Blvd. Suite 570,Santa Monica,CA,90403,10/29/20,,,Aegis Security Insurance Company,11/1/19
TA000308169,West Artists Agency LLC,8856 Warren Vista Ave,Yucca Valley,CA,92284,10/28/20,,,Hartford Fire,11/15/19
TA000308178,Patricia Rile  dba Patricia Rile Talent Agency,73 Pixy Place,Santa Rosa,CA,95409,12/27/20,,,Aegis Security Insurance Company,12/29/19
TA000308190,PLASTIC LLC,2069 Coldwater Canyon Drive,Beverly Hills,CA,90210,2/23/20,Sentinal Insurance Company,8/29/20,Western Surety Company,11/4/19
