"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ROU","INCOMEINEQ","P90P10","RT","A","2008",5.6,
"ROU","INCOMEINEQ","P90P10","RT","A","2009",5.2,
"ROU","INCOMEINEQ","P90P10","RT","A","2010",5.4,
"ROU","INCOMEINEQ","P90P10","RT","A","2011",5.7,
"ROU","INCOMEINEQ","P90P10","RT","A","2012",5.9,
"ROU","INCOMEINEQ","P90P10","RT","A","2013",5.9,
"ROU","INCOMEINEQ","P90P10","RT","A","2014",6.3,
"ROU","INCOMEINEQ","P90P10","RT","A","2015",5.9,
"ROU","INCOMEINEQ","P90P10","RT","A","2016",5.5,
"ROU","INCOMEINEQ","P90P10","RT","A","2017",6,
"ROU","INCOMEINEQ","P90P10","RT","A","2018",6,
"ROU","INCOMEINEQ","P90P10","RT","A","2019",5.7,
"ROU","INCOMEINEQ","P90P50","RT","A","2006",2.2,
"ROU","INCOMEINEQ","P90P50","RT","A","2007",2.2,
"ROU","INCOMEINEQ","P90P50","RT","A","2008",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2009",2,
"ROU","INCOMEINEQ","P90P50","RT","A","2010",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2011",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2012",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2014",2,
"ROU","INCOMEINEQ","P90P50","RT","A","2015",2,
"ROU","INCOMEINEQ","P90P50","RT","A","2016",2,
"ROU","INCOMEINEQ","P90P50","RT","A","2017",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2018",2.1,
"ROU","INCOMEINEQ","P90P50","RT","A","2019",2.1,
"ROU","INCOMEINEQ","S80S20","RT","A","2006",8,
"ROU","INCOMEINEQ","S80S20","RT","A","2007",7.1,
"ROU","INCOMEINEQ","S80S20","RT","A","2008",6.8,
"ROU","INCOMEINEQ","S80S20","RT","A","2009",6.1,
"ROU","INCOMEINEQ","S80S20","RT","A","2010",6.4,
"ROU","INCOMEINEQ","S80S20","RT","A","2011",6.6,
"ROU","INCOMEINEQ","S80S20","RT","A","2012",6.8,
"ROU","INCOMEINEQ","S80S20","RT","A","2013",7.1,
"ROU","INCOMEINEQ","S80S20","RT","A","2014",8.1,
"ROU","INCOMEINEQ","S80S20","RT","A","2015",7.2,
"ROU","INCOMEINEQ","S80S20","RT","A","2016",6.5,
"ROU","INCOMEINEQ","S80S20","RT","A","2017",7.2,
"ROU","INCOMEINEQ","S80S20","RT","A","2018",7.1,
"ROU","INCOMEINEQ","S80S20","RT","A","2019",6.7,
"ROU","INCOMEINEQ","PALMA","RT","A","2006",1.67,
"ROU","INCOMEINEQ","PALMA","RT","A","2007",1.48,
"ROU","INCOMEINEQ","PALMA","RT","A","2008",1.39,
"ROU","INCOMEINEQ","PALMA","RT","A","2009",1.27,
"ROU","INCOMEINEQ","PALMA","RT","A","2010",1.31,
"ROU","INCOMEINEQ","PALMA","RT","A","2011",1.29,
"ROU","INCOMEINEQ","PALMA","RT","A","2012",1.34,
"ROU","INCOMEINEQ","PALMA","RT","A","2013",1.36,
"ROU","INCOMEINEQ","PALMA","RT","A","2014",1.58,
"ROU","INCOMEINEQ","PALMA","RT","A","2015",1.35,
"ROU","INCOMEINEQ","PALMA","RT","A","2016",1.25,
"ROU","INCOMEINEQ","PALMA","RT","A","2017",1.39,
"ROU","INCOMEINEQ","PALMA","RT","A","2018",1.39,
"ROU","INCOMEINEQ","PALMA","RT","A","2019",1.3,
"ROU","INCOMEINEQ","GINI","INEQ","A","2006",0.38,
"ROU","INCOMEINEQ","GINI","INEQ","A","2007",0.36,
"ROU","INCOMEINEQ","GINI","INEQ","A","2008",0.349,
"ROU","INCOMEINEQ","GINI","INEQ","A","2009",0.333,
"ROU","INCOMEINEQ","GINI","INEQ","A","2010",0.339,
"ROU","INCOMEINEQ","GINI","INEQ","A","2011",0.339,
"ROU","INCOMEINEQ","GINI","INEQ","A","2012",0.344,
"ROU","INCOMEINEQ","GINI","INEQ","A","2013",0.347,
"ROU","INCOMEINEQ","GINI","INEQ","A","2014",0.371,
"ROU","INCOMEINEQ","GINI","INEQ","A","2015",0.346,
"ROU","INCOMEINEQ","GINI","INEQ","A","2016",0.332,
"ROU","INCOMEINEQ","GINI","INEQ","A","2017",0.351,
"ROU","INCOMEINEQ","GINI","INEQ","A","2018",0.35,
"ROU","INCOMEINEQ","GINI","INEQ","A","2019",0.339,
