facid,facname,fac_fdr,bed_capacity_type,bed_capacity,county_name
960002407,ELBEN DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002416,"LOOP HOME FOUNDATION, INC. II",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002538,RCN PEDIATRIC CARE II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002567,DELHAVEN COMMUNITY HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002687,CROCKETT DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002689,G & E CARE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002724,TEMPLE GARDEN HOMES IV,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002750,CANTLAY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002757,RCN PEDIATRIC CARE III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002760,DWC HOME CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002763,UCP WHITE OAK,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002786,SUNBURST CARE CENTER #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002816,THE OLIVE LEAF,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002836,UCP MISSION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002840,HARVEST MOON ICF/DDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002842,STANWIN HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002859,TLC COMMUNITY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002863,CHELSEA HOME CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002877,TEMPLE GARDEN HOMES #5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960002879,TEMPLE GARDEN HOMES #6,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960002896,RESEDA HORIZONS - SAN JOSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
010001143,"PARADISE VALLEY ICF DDH, INC",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010001139,GREENFIELDS III ICF-DDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SOLANO
010001124,MONTE VERDE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SONOMA
010001033,"NOVA HOUSE, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MARIN
010001031,STONEHAVEN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MARIN
010000976,SUNRISE II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MARIN
010000970,DEVON DRIVE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,MARIN
010000907,GREENFIELDS II ICF-DDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SOLANO
010000864,CROSSROADS II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000860,GREENFIELDS I ICF-DDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SOLANO
010000822,BADGER CREEK,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SONOMA
010000801,DANNY'S PLACE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SONOMA
010000793,PATHWAYS 2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SOLANO
010000792,CROSSROADS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000703,BAIRD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SONOMA
010000673,DOUGLAS HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000657,ESTES HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SONOMA
010000643,PATHWAYS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SOLANO
010000620,MUSTARD SEED,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000598,SACRAMENTO HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000585,FIFTY-O-ONE PARKHURST,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000572,VICTORIA DRIVE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000487,MAYETTE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000481,REDWOOD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SONOMA
010000480,VELMA HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000394,"BENNETT VALLEY ICF/DD-H, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SONOMA
010000164,MILESTONES OF DEVELOPMENT #5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000163,MILESTONES OF DEVELOPMENT #4,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000162,MILESTONES OF DEVELOPMENT #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000160,MILESTONES OF DEVELOPMENT #1,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000089,"NEW HAVEN - ICF-DD -H, INCORPORATED",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SOLANO
010000088,BUTLER VALLEY #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,HUMBOLDT
010000087,BUTLER VALLEY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,HUMBOLDT
010000086,BAYBERRY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,NAPA
980000764,CAREMERIDIAN - BERMUDA HOUSE,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,6,LOS ANGELES
980000767,NEW START CLHF'S INDEPENDENT TRAINING CENTERS - WILBUR HOUSE,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,6,LOS ANGELES
090000313,MOUNTAIN SHADOWS COMMUNITY HOMES - PLUM,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN DIEGO
090000314,MOUNTAIN SHADOWS COMMUNITY  HOMES - WILLOW,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN DIEGO
090000315,MOUNTAIN SHADOWS COMMUNITY HOMES - TANGELO,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN DIEGO
090000316,MOUNTAIN SHADOWS COMMUNITY HOMES - APPLE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN DIEGO
090000317,MOUNTAIN SHADOWS COMMUNITY HOMES - MAPLE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN DIEGO
090000318,MOUNTAIN SHADOWS COMMUNITY HOMES - ORANGE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN DIEGO
030000125,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,6,STANISLAUS
030000108,SUTTER AMADOR HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,AMADOR
020001292,JUSTIN'S HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001289,NEAL'S HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,ALAMEDA
020001287,"EAST BAY INTEGRATED CARE, INC. - BRUNS HOUSE",HOSPICE FACILITY,HOSPICE,6,CONTRA COSTA
020001284,RUUS HOME ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001276,LEWIS HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001272,PERLITA HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,ALAMEDA
020001263,MIKA'S HOME ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001258,BUILD HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001252,VESTAL HOUSE ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001246,CITRON WAY ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001198,LOYOLA ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001191,PORTSMOUTH ICF/DDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001179,BRIDLE ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,ALAMEDA
020001157,SUNDALE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001156,BARROW ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,ALAMEDA
020001146,ELENA'S ICF/DD-H #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020001114,MAIN ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,ALAMEDA
020001052,SERRA CENTER SAN JUAN HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000987,ELENA'S ICF/DD-H #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000960,BAHAMA HOME ICF/DDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000877,ELENA'S ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000836,RUUS MANOR,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000813,SERRA CENTER VALPEY PARK HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000681,SUNSHINE ICF/DDH #6,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000677,SUNSHINE ICF/DDH #5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000648,STANLEY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000647,PARK HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000631,SERRA RESIDENTIAL CENTER - ELLEN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000630,SERRA RESIDENTIAL CENTER - CRESTWOOD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000348,SUNSHINE ICF/DDH #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
020000334,LITTLEFOOT HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
960000858,UCP/SCF ICF/DD-N OLTON HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960000869,UCP/SCF ICF/DD-N WENDT HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960000872,ROSE DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960000883,VALLEY VILLAGE LURLINE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000887,UCP/SCF ICF/DD-N WESTLAKE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960000889,UCP LONGO HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960000897,UCP/SCF ICF/DD-N NEWPORT HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960000900,UCP/SCF ICF/DD-N MAX FACTOR HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
020000109,SUNSHINE ICF/DDH #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,ALAMEDA
960000909,UCP/SCF ICF/DD-H RANCH HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000915,EAGLEDALE DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000925,SILVER SPRAY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000927,PALOMINO HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000929,JULIAN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000939,TERHUNE DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000956,"HARBOR HEALTH CARE, INC. - HOBACK DIVISION",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000966,ROBILYN GUEST HOME IV,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000973,"HARBOR HEALTH CARE, INC. - DESTINO DIVISION",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000976,"HARBOR HEALTH CARE, INC. - BRIAR DIVISION",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000981,"HARBOR HEALTH CARE, INC. - ARKANSAS DIVISION",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960000985,BERRYMAN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001043,PHOENIX DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001050,HOLY INFANT HOME FOR CHILDREN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001071,MINUET DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001096,PURE JOY #1,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001097,PURE JOY #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001148,GRANADA DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001150,CAMELOT DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001172,MOUNTAINGATE HOUSE - PROJECT SIX,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001196,THE RANCHITO,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001204,VALLEY VILLAGE HAYVENHURST HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001221,"UNITED CARE HOMES, INC. - CAMWOOD",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001228,"INDEPENDENT OPTIONS, INC., KIOWA CREST HOUSE",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001255,JO-MI INTERMEDIATE CARE FAC/DEVELOPMENTALLY-NRSG,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001273,VALLEY VILLAGE BAIRD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001274,VALLEY VILLAGE PARTHENIA HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001275,VALLEY VILLAGE ARCHWOOD HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001280,"INDEPENDENT OPTIONS, INC./KIOWA CREST II",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001306,OASIS HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001316,PALM HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001323,QUARTZ HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001351,CEDAR HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001366,SCHMIDT HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001407,CLARK DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001409,ST. LUCY'S GROUP HOME FOR CHILDREN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001412,NEW HORIZONS B,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001413,NEW HORIZONS A,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001416,"INDEPENDENT OPTIONS, BRONZE KNOLL HOUSE",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001443,VALLEY VILLAGE MARLIN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001444,VALLEY VILLAGE LANARK HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001445,STAHL HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001450,VALLEY VILLAGE VARIEL HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001471,VALLEY VILLAGE BRADLEY HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001506,GABLE DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001515,THOREAU HOUSE II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001522,"EMILY'S RESIDENTIAL CARE CENTER, LLC",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001548,BROWN HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001550,LOMITA GROUP HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001562,C AND C QUALITY CARE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001598,GLENCREST DIVISION,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
960001601,NORMANDIE PLACE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001603,R & D HOME CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,LOS ANGELES
960001619,WEST LA SUPPORT SERVICES HOME #1,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,LOS ANGELES
220000012,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,5,SAN FRANCISCO
980001650,THE HOSPICE HOUSE PRESBYTERIAN INTERCOMMUNITY,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,5,LOS ANGELES
090000145,PARADISE VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,5,SAN DIEGO
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,5,SAN DIEGO
240000037,NORTHERN INYO HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,5,INYO
630016661,"CONTINUUM LIVING, LLC",CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,5,RIVERSIDE
930000092,MEMORIAL HOSPITAL OF GARDENA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,5,LOS ANGELES
